aah: aah
meat: meat
mechanical: mechanical
mechanically: mechanically
mechanism: mechanism
medal: medal,medals
meddle: meddle,meddling
medicine: medicine
meditate: meditate,meditated
meditation: meditation
meditatively: meditatively
medium: medium
meek: meek
meekly: meekly
meet: meet,meeting,met
meeting: meeting,meetings
mein: mein
melancholy: melancholy
mellow: mellow
melt: melt,melted,melting
memoirs: memoirs
memorable: memorable
memorandum: memorandum
memories: memories
memory: memories,memory
menace: menace
menacing: menacing
menacingly: menacingly
mend: mended,mending
mental: mental
mentality: mentality
mentally: mentally
mention: mention,mentioned,mentioning
merci: merci
merciful: merciful
mercilessly: mercilessly
mercury: mercury
mercy: mercy
mere: mere
merge: merged,merging
merit: merit,merits
merrily: merrily
merriment: merriment
merry: merrier,merriest,merry
merrymaking: merrymaking
mesh: meshes
mess: mess
message: message
messenger: messenger
metal: metal
metallic: metallic
metaphysical: metaphysical
metaphysics: metaphysics
metempsychosis: metempsychosis
method: method,methods
methodical: methodical
metropolitan: metropolitan
mi: mi
michael: michael
microscopic: microscopic
midday: midday
middle: middle
midnight: midnight
midst: midst
midway: midway
midwife: midwife
midwinter: midwinter
mien: mien
mighty: mighty
milan: milan
mild: mild
mildly: mildly
mildness: mildness
mile: mile,miles
military: military
militia: militia
militiaman: militiamen
milk: milk
milky: milky
milldam: milldam
mille: mille
miller: miller
millionairess: millionairess
millpool: millpool
mimi: mimi
mimic: mimicked,mimicking
mind: mind,minds
minded: minded
mindedly: mindedly
mindedness: mindedness
mingle: mingle,mingled,mingling
mingled: mingled
miniature: miniature
miniaturist: miniaturist
minister: minister,ministers
minority: minority
minute: minute,minutes,minutest
minutely: minutely
minuteness: minuteness
miracle: miracles
mirror: mirror,mirrors
mirrorlike: mirrorlike
mirth: mirth
mirthful: mirthful
mirthless: mirthless
miscalculate: miscalculated
mischief: mischief
mischievous: mischievous
misdirect: misdirected
miserable: miserable
misery: misery
misfortune: misfortune,misfortunes
mislead: misleading
mismanage: mismanaged
mismanagement: mismanagement
misshapen: misshapen
missile: missiles
missing: missing
mission: mission
missis: missis
misspell: misspelled
mist: mist
mistake: mistake,mistaken,mistakes,mistaking
mistaken: mistaken
mistress: mistress
mistrust: mistrusting
misty: misty
misunderstanding: misunderstanding,misunderstandings
mix: mix,mixed,mixing
mixed: mixed
mixture: mixture
moan: moan,moaned,moaning,moans
mob: mob
mock: mock,mocking
mode: mode
model: model
modeling: modeling
moderate: moderate
moderately: moderately
moderation: moderation
modern: modern
modest: modest
modestly: modestly
modesty: modesty
moist: moist
moisten: moistened
mold: molded
moldavian: moldavian
mole: mole
molest: molested
moment: moment,moments
momentary: momentary
mon: mon
monarch: monarch,monarchs
monarchical: monarchical
monarchy: monarchies
monastery: monasteries,monastery
monetary: monetary
money: money
mongrel: mongrel
monitress: monitress
monk: monk,monks
monkey: monkey
monogram: monogram,monograms
monologue: monologue
monosyllable: monosyllables
monotonous: monotonous
monsieur: messieurs,monsieur
monster: monster
monstrosity: monstrosity
monstrous: monstrous
month: month,months
monument: monument
mood: mood,moods
moodily: moodily
moon: moon
moonlight: moonlight
mop: mop,mopping
moral: moral
morality: morality
morally: morally
moravian: moravian
morbid: morbid
morgen: morgen
morning: morning,mornings
morose: morose
morosely: morosely
morsel: morsels
mort: mort
mortal: mortal
mortgage: mortgaged
mortier: mortier
mortification: mortification
mortified: mortified
mortify: mortified
moscow: moscow
mosquito: mosquitoes
moss: moss
mot: mot
mother: mother,mothers
motion: motion,motioned
motionless: motionless
motive: motive
motley: motley
mots: mots
mount: mount,mounted,mounting
mountain: mountains
mournful: mournful
mournfully: mournfully
mourning: mourning
mouse: mouse
mouth: mouth,mouths
mouthed: mouthed
mouthpiece: mouthpiece
moved: moved
movement: movement,movements
mow: mowing
mud: mud
muddle: muddle,muddled,muddling
muddy: muddy,muddying
muffle: muffled
muffled: muffled
mufti: mufti
mull: mulled
multitude: multitude
mummer: mummers
mummy: mummy
munch: munched,munching
mundane: mundane
munition: munition
murat: murat
murder: murder,murders
murderer: murderer
murmur: murmured
muscle: muscle,muscles
muscovy: muscovy
muscular: muscular
museum: museum
mushroom: mushrooms
music: music
musical: musical
musician: musician,musicians
musket: musket,muskets
musketeer: musketeer,musketeers
musketry: musketry
muslin: muslin
mustache: mustache
mustached: mustached
muster: mustered
mute: mute
muter: muter
mutiny: mutiny
mutter: mutter,muttered,muttering
mutton: mutton
mutual: mutual
muzzle: muzzle
myriad: myriads
mysteries: mysteries
mysterious: mysterious
mysteriously: mysteriously
mystery: mysteries,mystery
mystic: mystic
mystical: mystical
nag: nag
nail: nail,nails
naked: naked
namesake: namesake
nankeen: nankeen
nap: nap
nape: nape
napkin: napkin,napkins
naples: naples
napoleon: napoleon
napoleonic: napoleonic
narrate: narrated,narrating
narrative: narrative
narrator: narrator,narrators
narrow: narrow,narrowed
narrowly: narrowly
nasty: nasty
natalia: natalia
natalie: natalie
nation: nation,nations
native: native
natural: natural
naturally: naturally
nature: nature
natured: natured
naturedly: naturedly
naval: naval
navvy: navvy
nearer: nearer
nearness: nearness
neat: neat
neatly: neatly
neatness: neatness
necessity: necessity
neck: neck,necks
necklace: necklace,necklaces
needle: needle
needlessly: needlessly
negative: negative
neglect: neglect,neglected,neglecting
negligence: negligence
negotiate: negotiate,negotiating
negotiation: negotiations
negro: negro
neigh: neighing
neighbor: neighbor,neighbors
neighborhood: neighborhood
neighboring: neighboring
nephew: nephew
nerve: nerve,nerves
nervous: nervous
nervously: nervously
nervousness: nervousness
nestling: nestlings
nether: nether
network: network
neutral: neutral
neutrality: neutrality
newcomer: newcomer,newcomers
newly: newly
newness: newness
news: news
newsmonger: newsmonger
newspaper: newspapers
nibble: nibbled
nice: nice,nicest
nicely: nicely
niche: niches
nicholas: nicholas
nickname: nickname,nicknamed
niece: niece,nieces
night: night,nights
nightcap: nightcap
nightingales: nightingales
nightshirt: nightshirt
nighttime: nighttime
nimble: nimble
nineteen: nineteen
nineteenth: nineteenth
ninth: ninth
nobility: nobility
noble: noble,noblest
nobleman: nobleman
noblesse: noblesse
nocturne: nocturne,nocturnes
nod: nod,nodded,nodding
noise: noise
noiseless: noiseless
noiselessly: noiselessly
noisily: noisily
noisy: noisy
nom: nom
nominally: nominally
nominate: nominated
noncommissioned: noncommissioned
nonintervention: nonintervention
nonobservance: nonobservance
nonreceipt: nonreceipt
nonrecognition: nonrecognition
nonsense: nonsense
nook: nook
noon: noon
northern: northern
nose: nose,noses
nosed: nosed
notability: notabilities
note: note,notes,noting
notebook: notebook
noteworthy: noteworthy
notice: notice,noticed,notices,noticing
noticeable: noticeable
noticeably: noticeably
notion: notion
notorious: notorious
notre: notre
nourish: nourish
nourishment: nourishment
nous: nous
novelty: novelty
november: november
nowadays: nowadays
noxious: noxious
nudge: nudged
nudging: nudging
nuisance: nuisance
nullify: nullifying
numb: numb
numerous: numerous
numskull: numskull
nun: nuns
nunnery: nunnery
nurse: nurse,nurses,nursing
nursemaid: nursemaids
nursery: nursery
nursing: nursing
nut: nut,nuts
oak: oak,oaks
oasis: oasis
oath: oath,oaths
oats: oats
obedience: obedience
obedient: obedient
obediently: obediently
obey: obey,obeyed,obeying,obeys
object: object,objected,objects
objection: objection,objections
obligation: obligation,obligations
obligatory: obligatory
oblige: oblige,obliged,obliges
obligingly: obligingly
oblivion: oblivion
oblivious: oblivious
obscure: obscure
obsequious: obsequious
obsequiously: obsequiously
observant: observant
observantly: observantly
observation: observation,observations
observe: observe,observed,observing
obstinacy: obstinacy
obstinately: obstinately
obstruct: obstructed
obvious: obvious
occasion: occasion,occasioned,occasions
occasional: occasional
occasionally: occasionally
occupation: occupation,occupations
occupied: occupied
occupy: occupied,occupy,occupying
occur: occur,occurred,occurs
occurrence: occurrence
ocean: ocean
october: october
octogenarian: octogenarians
odd: odd
odessa: odessa
odor: odor
offend: offend,offended,offending
offended: offended
offense: offense
offensive: offensive
offensively: offensively
offer: offer,offered,offering,offers
offering: offerings
offhand: offhand
office: office,offices
officer: officer,officers
official: official,officials
officious: officious
oft: oft
oftener: oftener
oftenest: oftenest
oil: oil
oily: oily
oldenburg: oldenburg
olga: olga
omen: omens
ominous: ominous
ominously: ominously
omission: omission
omit: omit,omitting
omnipotence: omnipotence
onerous: onerous
oneself: oneself
online: online
onlooker: onlooker,onlookers
op: op
openly: openly
openwork: openwork
opera: opera
operate: operate
operation: operation,operations
opinion: opinion,opinions
opponent: opponent,opponents
opportune: opportune
opportunity: opportunities,opportunity
oppose: oppose,opposed
opposed: opposed
opposition: opposition
oppress: oppressed
oppressed: oppressed
oppression: oppression
oppressive: oppressive
oppressor: oppressors
option: option
orator: orator
orb: orb
orbit: orbit
orchestra: orchestra
ordain: ordained
ordeal: ordeal
orderly: orderlies,orderly
ordinary: ordinary
organic: organic
organism: organism
organizer: organizer
orgy: orgies
oriental: oriental
origin: origin
original: original
originality: originality
originate: originated
originator: originator
ornament: ornaments
orphan: orphan
orthodox: orthodox
ostrich: ostrich
ottoman: ottoman
oui: oui
outbuilding: outbuildings
outburst: outburst,outbursts
outcast: outcast
outcome: outcome
outcry: outcries
outdo: outdo
outdoor: outdoor
outer: outer
outfit: outfit
outflank: outflank,outflanked,outflanking
outhouse: outhouses
outing: outing
outline: outline,outlined,outlines,outlining
outlive: outlive,outlived
outlook: outlook
outlying: outlying
outpost: outposts
outright: outright
outsider: outsider
outskirts: outskirts
outspread: outspread
outstretched: outstretched
outstrip: outstripped
outwardly: outwardly
outwards: outwards
outweigh: outweigh
oval: oval
overburdened: overburdened
overcast: overcast
overclean: overclean
overcoat: overcoat,overcoats
overcome: overcame,overcome,overcoming
overfat: overfat
overflow: overflow,overflowed,overflowing
overgrown: overgrown
overhang: overhanging
overhead: overhead
overhear: overhear,overheard
overlook: overlooked
overpower: overpowered
overpowering: overpowering
override: overriding
overseer: overseer
overshadow: overshadowed
overshoe: overshoes
overtake: overtake,overtaken,overtaking,overtook
overthrow: overthrow,overthrown
overture: overture
overwhelm: overwhelmed
overwhelmed: overwhelmed
owe: owe,owed
owner: owner
oxen: oxen
pace: pace,paced,paces
pacify: pacifying
pacing: pacing
pack: pack,packed,packing,packs
packet: packet
pad: pad
pail: pails
pain: pain,pains
pained: pained
painful: painful
painfully: painfully
painstaking: painstaking
painstakingly: painstakingly
paint: painted
pair: pair,pairs
palace: palace
pale: pale
paler: paler
pallid: pallid
pallor: pallor
palm: palm,palms
palpable: palpable
palpably: palpably
palpitate: palpitating
paltry: paltry
pan: pan
pancake: pancake
pane: pane,panes
pang: pang,pangs
panic: panic
pant: panted
panting: panting
pantry: pantry
papa: papa
paper: paper,papers
paperweight: paperweight
parade: parade,paraded,parading
paragraph: paragraph,paragraphs
paralyze: paralyzed
parched: parched
pardon: pardon
parent: parents
parental: parental
paris: paris
parish: parish
park: park
parley: parleys
parliament: parliament
parody: parodying
parole: parole
parquet: parquet
parqueted: parqueted
partake: partake
partial: partial
partiality: partiality
participate: participating
participation: participation
particle: particles
particulars: particulars
partisan: partisans
partition: partition
partly: partly
partner: partner,partners
party: parties,party
pas: pas
pass: pass,passed,passes,passing
passage: passage,passages
passing: passing
passion: passion,passions
passionate: passionate
passionately: passionately
passport: passport,passports
password: password
pastille: pastilles
pastime: pastime
pat: pat,patted,patting
patch: patch,patches
patchwork: patchwork
paternal: paternal
paternity: paternity
path: path,paths
pathetic: pathetic
patience: patience
patient: patient,patients
patiently: patiently
patriotic: patriotic
patriotically: patriotically
patrol: patrols
patron: patron
patronage: patronage
patroness: patroness
patronize: patronizing
patronizing: patronizing
patter: patter
pattern: pattern,patterns
patty: patties
paul: paul
pause: pause,paused,pausing
paved: paved
pavement: pavement
pavilion: pavilion
paw: pawed,pawing,paws
pawn: pawn
pay: paid,pay,paying,pays
paymaster: paymaster
payment: payment,payments
pea: peas
peace: peace
peaceful: peaceful
peacefully: peacefully
peacetime: peacetime
peak: peaked,peaks
peaked: peaked
peal: peal,peals
pear: pear
pearl: pearl,pearls
peasant: peasant,peasants
pebble: pebble
peculiar: peculiar
peculiarity: peculiarities,peculiarity
peculiarly: peculiarly
pedal: pedal
pedantic: pedantic
peddler: peddler
pedestrian: pedestrian,pedestrians
peep: peeped,peeping
peer: peer,peered,peering
peg: peg
pen: pen
pencil: pencil
penetrate: penetrate,penetrating
penetration: penetration
penitence: penitence
penitent: penitent
penny: penny
pension: pension,pensions
pensive: pensive
pensively: pensively
people: peoples
pepper: peppered
perceive: perceive,perceived
perceptible: perceptible
perceptibly: perceptibly
perception: perception
perch: perched
peremptorily: peremptorily
perfect: perfect,perfecting
perfection: perfection
perfectly: perfectly
perform: perform,performed,performing
performance: performance,performances
perfume: perfume
perfumed: perfumed
period: period
perish: perish,perished
permissible: permissible
permission: permission
permit: permit,permits,permitted
perpetrate: perpetrated
perpetual: perpetual
perplex: perplexed
perplexed: perplexed
perplexing: perplexing
perplexity: perplexity
perseverance: perseverance
persia: persia
persian: persian
persist: persisted
persistence: persistence
persistent: persistent
persistently: persistently
person: people,person,persons
personage: personage,personages
personal: personal
personality: personality
personally: personally
personification: personification
perspiration: perspiration
perspire: perspired,perspiring
perspiring: perspiring
persuade: persuade,persuaded,persuading
persuasion: persuasion
persuasiveness: persuasiveness
perturb: perturb,perturbed
perturbation: perturbation
pervade: pervaded
pester: pestered
pesthouse: pesthouse
pet: pet,petted
peter: peter
peterkin: peterkin
peters: peters
petersburg: petersburg
petite: petite
petition: petition,petitioning,petitions
petitioner: petitioner,petitioners
petrified: petrified
petticoat: petticoat,petticoats
petting: petting
petty: petty
petulantly: petulantly
phenomena: phenomena
phenomenon: phenomenon
philanthropic: philanthropic
philip: philip
philosopher: philosopher
philosophical: philosophical
philosophize: philosophize,philosophizing
philosophy: philosophy
phrase: phrase,phrased,phrases
physical: physical
physically: physically
physician: physician
physics: physics
physiognomy: physiognomy
pick: pick,picked,picking
picket: picket,pickets
pickle: pickled
picture: picture,pictured,pictures,picturing
picturesque: picturesque
picturesquely: picturesquely
pie: pie,pies
piece: piece,pieces
pier: pier
pierce: pierce,pierced,piercing
piercingly: piercingly
pierre: pierre
piety: piety
pig: pig
pigtail: pigtail
pile: pile,piled,piles
pilgrim: pilgrim,pilgrims
pilgrimage: pilgrimage
pillage: pillaged
pillar: pillar,pillars
pillow: pillow,pillows
pilot: piloted
pin: pin,pinned,pinning,pins
pinch: pinch
pine: pine,pining
pineapple: pineapple,pineapples
pink: pink
pipe: pipe,pipes
piping: piping
piquet: piquet
pirate: pirate
pistol: pistol,pistols
pit: pit,pitting
pitch: pitch,pitched
pitched: pitched
pitchfork: pitchfork
piteous: piteous
piteously: piteously
pitiful: pitiful
pitiless: pitiless
pity: pitied,pity,pitying
plague: plague
plain: plain,plainer
plainly: plainly
plainness: plainness
plaintive: plaintive
plait: plait,plaited,plaiting,plaits
plaited: plaited
plan: plan,planned,planning,plans
plank: plank,planks
planning: planning
plant: plant,plants
plaster: plaster,plastered
plate: plate,plates
platoon: platoon
play: play,played,playing
player: player,players
playfellow: playfellow
playful: playful
playfully: playfully
playing: playing
playmate: playmate
plea: plea
plead: pleaded,pleading
pleasant: pleasant,pleasanter,pleasantest
pleasantly: pleasantly
pleased: pleased
pleasing: pleasing
pleasure: pleasure,pleasures
pledge: pledge,pledged
plenty: plenty
plethoric: plethoric
plight: plight
plodding: plodding
plot: plot
plow: plow,plowed,plowing
plowland: plowland
plowman: plowmen
pluck: plucked
plum: plums
plumage: plumage
plumb: plumb
plume: plume,plumes
plumed: plumed
plump: plump,plumped
plumper: plumper
plunder: plundered
plunge: plunge,plunged,plunging
po: po
pocket: pocket,pockets
pocketbook: pocketbook,pocketbooks
pockmarked: pockmarked
podgy: podgy
podolian: podolian
poetic: poetic
poetry: poetry
poignant: poignant
pointedly: pointedly
pointer: pointer
poison: poison,poisoned
poisonous: poisonous
poke: poking
poland: poland
pole: pole
poles: poles
police: police
policeman: policeman
policy: policy
polish: polish,polished
polished: polished
polite: polite
politely: politely
politeness: politeness
political: political
politics: politics
pollard: pollard
polonaise: polonaise
pomade: pomade,pomaded
pomaded: pomaded
pomp: pomp
pon: pon
pond: pond,ponds
ponder: ponder,pondered,pondering
ponderous: ponderous
pontoon: pontoon
pool: pool,pools
poor: poor,poorer,poorest
poorhouse: poorhouse
pop: pop,popped,popping
pope: pope
poppy: poppy
popular: popular
population: population
porch: porch
porridge: porridge
port: port
portable: portable
portend: portend
porter: porter
portfolio: portfolio
portionless: portionless
portly: portly
portmanteau: portmanteau
portmanteaus: portmanteaus
portrait: portrait,portraits
pose: pose,posed
position: position,positions
positively: positively
possess: possess,possessed,possesses
possession: possession
possessor: possessor
possibility: possibilities,possibility
post: post,posted,posts
posterity: posterity
postilion: postilion
postmaster: postmaster
postpone: postpone,postponed
postponement: postponement
postulant: postulant
pot: pots
potato: potatoes
pouch: pouch,pouches
pounce: pounce,pounced
pound: pound,pounds
pour: pour,poured,pouring
pout: pouting
poverty: poverty
powder: powder,powdered,powdering
powdered: powdered
powdery: powdery
power: power,powers
powerful: powerful
powerless: powerless
practical: practical
practically: practically
practice: practice,practiced,practicing
practiced: practiced
praise: praise,praised,praises,praising
prance: pranced,prancing
prank: prank,pranks
prater: prater
prattle: prattle
pray: pray,prayed,praying
prayer: prayer,prayers
prayerful: prayerful
preach: preached,preaching
prearrange: prearranged
precede: preceded,precedes,preceding
precedent: precedents
precept: precepts
preceptor: preceptor
precious: precious
precise: precise
precisely: precisely
precision: precision
preclude: preclude,precluding
predestination: predestination
predestined: predestined
predetermine: predetermined
prediction: prediction,predictions
predilection: predilection
preening: preening
prefer: prefer,preferred
preferable: preferable
preferably: preferably
pregnancy: pregnancy
pregnant: pregnant
prejudice: prejudice,prejudiced,prejudices
preliminary: preliminaries,preliminary
prelude: prelude
premeditation: premeditation
premises: premises
premium: premium
preoccupation: preoccupation
preoccupied: preoccupied
preoccupy: preoccupied
preparation: preparation,preparations
preparatory: preparatory
prepare: prepare,prepared,preparing
prepared: prepared
preponderance: preponderance
prescribe: prescribed
presence: presence
presentiment: presentiment
presently: presently
preservation: preservation
preserve: preserve,preserved,preserves
preside: presiding
president: president
press: press,pressed,pressing
pressure: pressure
presumptuous: presumptuous
pretend: pretend,pretended,pretending
pretense: pretense
pretentiously: pretentiously
pretext: pretext,pretexts
prettily: prettily
pretty: prettier,prettiest,pretty
prevail: prevailed
prevalent: prevalent
prevent: prevent,prevented,preventing,prevents
previous: previous
prey: prey
price: price
priceless: priceless
prick: pricked,pricking
pride: pride,prided,priding
priest: priest,priests
prim: prim
prime: prime
primitive: primitive
primordial: primordial
prince: prince,princes
princes: princes
princess: princess,princesses
princesse: princesse
princesses: princesses
principal: principal,principals
principe: principe
principes: principes
principle: principle,principles
print: printed
priority: priority
prison: prisons
prisoner: prisoner,prisoners
private: private,privates
privately: privately
privilege: privilege,privileges
prize: prize,prized,prizes,prizing
probability: probability
probation: probation
probe: probing
probing: probing
procedure: procedure
proceed: proceed,proceeded,proceeding
proceedings: proceedings
process: process
procession: procession
prochain: prochain
proclaim: proclaimed
proclamation: proclamation
procure: procure,procured
prodigal: prodigal
prodigy: prodigy
produce: produce,produced,produces,producing
profess: profess
profession: profession
profile: profile
profit: profit,profited,profiting
profitable: profitable
profligacy: profligacy
profligate: profligate
profound: profound,profoundest
profundity: profundity
profusely: profusely
profusion: profusion
program: program
progress: progress
project: project,projecting,projects
prolong: prolong,prolonged
prolonged: prolonged
promenade: promenade
prominent: prominent
promise: promise,promised,promises,promising
promissory: promissory
promote: promoted,promoting
promoter: promoter
promotion: promotion,promotions
prompt: prompt,prompted
prompter: prompter
promptitude: promptitude
prone: prone
pronounce: pronounce,pronounced,pronouncing
pronunciation: pronunciation
proof: proof,proofs
prop: propped
proper: proper
properly: properly
property: property
proportion: proportion
proposal: proposal,proposals
propose: propose,proposed,proposes,proposing
proposed: proposed
proposition: proposition
proprietor: proprietor,proprietors
prospect: prospect
prospective: prospective
prostrate: prostrate,prostrated
protect: protect,protected
protection: protection
protective: protective
protector: protectors
protest: protested,protests
proto: proto
protrude: protrude,protruding
proudly: proudly
prove: prove,proved,proving
proverb: proverb
provide: provide,providing
providence: providence
province: province,provinces
provincial: provincial
provision: provisioned,provisions
provisioning: provisioning
provocation: provocation
provocative: provocative
provocatively: provocatively
provoke: provoked
proximity: proximity
prudently: prudently
prussia: prussia
prussian: prussian,prussians
pua: pua
public: public
publish: published
pucker: pucker,puckered,puckering
puckered: puckered
pudding: pudding
puddle: puddles
puff: puff,puffed,puffing,puffs
puffing: puffing
puffy: puffy
pull: pull,pulled,pulling
pulley: pulley,pulleys
pulse: pulse
pump: pumps
punctilious: punctilious
punctually: punctually
punctuation: punctuation
pungent: pungent
punish: punish,punished,punishes,punishing
punishment: punishment,punishments
punt: punt
pupil: pupil,pupils
puppet: puppet
puppy: puppy
purchase: purchased
purchaser: purchaser
pure: pure,purest
purely: purely
purification: purification
purify: purified,purify,purifying
purifying: purifying
purity: purity
purloin: purloined
purple: purple
purport: purport
purpose: purpose,purposes
purposely: purposely
purse: purse,purses,pursing
pursue: pursue,pursued,pursues,pursuing
pursuit: pursuit,pursuits
push: push,pushed,pushing
putrefaction: putrefaction
puzzle: puzzle,puzzled
pyramid: pyramid
qu: qu
qualification: qualifications
qualify: qualify
quality: qualities,quality
qualm: qualms
quantity: quantity
quarrel: quarrel,quarreled,quarreling,quarrels
quarry: quarry
quarter: quarter,quartered,quarters
quartermaster: quartermaster,quartermasters
quartette: quartette
quay: quay
queen: queen
queer: queer
queerly: queerly
quell: quelled
quench: quench,quenched
querulous: querulous
querulousness: querulousness
query: queried,query
question: question,questioned,questioning,questions
questioning: questioning
questioningly: questioningly
qui: qui
quick: quick,quicker
quicken: quickening
quickness: quickness
quiescent: quiescent
quiet: quiet,quieted,quieter
quietly: quietly
quill: quill
quilt: quilt,quilts
quinsy: quinsy
quit: quit,quitted
quitrent: quitrent,quitrents
quits: quits
quiver: quiver,quivered,quivering
quiz: quizzing
quoit: quoits
quos: quos
quota: quota
quote: quoting
ra: ra
race: race,races,racing
racing: racing
raconteur: raconteur
radiance: radiance
radiant: radiant
radiantly: radiantly
radiate: radiated
raft: raft,rafts
rag: rags
rage: rage,rages
ragged: ragged
rail: rail,rails
railing: railing,railings
raillery: raillery
rain: rain,rains
raindrop: raindrops
rainy: rainy
raise: raise,raised,raising
raisin: raisins
rake: rake,rakes
rally: rallied,rallying
ramrod: ramrods
rancor: rancor
random: random
range: range,ranged
rank: rank,ranks
ranker: ranker
ransack: ransack
rap: rapped
rapid: rapid
rapidity: rapidity
rapidly: rapidly
rapt: rapt
rapture: rapture,raptures
rapturous: rapturous
rapturously: rapturously
rare: rare
rarely: rarely
ras: ras
rascal: rascals
rascality: rascality
rat: rat
rate: rate
rath: rath
ratify: ratifies,ratify
ration: ration,rations
rational: rational
rattle: rattle,rattled
rattling: rattling
raven: raven
ravenous: ravenous
ravine: ravine,ravines
ravish: ravish
raw: raw
ray: ray,rays
rays: rays
reach: reach,reached,reaches,reaching
read: read,reading,reads
readiness: readiness
reading: reading
readjust: readjusted,readjusting
ready: ready
real: real
reality: realities,reality
realize: realize,realized,realizes,realizing
realm: realm,realms
reap: reaping
reappear: reappeared
reappearance: reappearance
rear: rear,reared
rearguard: rearguard
rearrange: rearrange
rearrangement: rearrangement
reason: reason,reasoned,reasons
reasonable: reasonable
reasonableness: reasonableness
reasoned: reasoned
reasoning: reasoning
reassign: reassigned
reassure: reassure,reassured
reassured: reassured
reassuring: reassuring
reawaken: reawaken,reawakening
rebel: rebels
rebirth: rebirth
reborn: reborn
rebuild: rebuilding
rebuke: rebuke,rebuking
recalcitrant: recalcitrant
recall: recall,recalled,recalling,recalls
recede: receded,receding
receipt: receipt
receive: receive,received,receives,receiving
reception: reception,receptions
receptive: receptive
reciprocate: reciprocated
recitation: recitation,recitations
recite: recite,reciting
reckless: reckless
reckon: reckon,reckoned,reckoning
reckoning: reckoning
recognition: recognition
recognizable: recognizable
recognize: recognize,recognized,recognizes,recognizing
recollect: recollect,recollected
recollection: recollection,recollections
recommence: recommenced
recommend: recommend,recommended
recommendation: recommendation
recompense: recompense
reconcile: reconcile,reconciled,reconciling
reconciliation: reconciliation
reconnoiter: reconnoiter,reconnoitered
reconnoitering: reconnoitering
reconstruction: reconstruction
record: recorded
recount: recounted,recounting
recover: recover,recovered,recovering
recovery: recovery
recreation: recreation
recross: recross
recruit: recruiting,recruits
recruiting: recruiting
recruitment: recruitment
rectify: rectify
rectitude: rectitude
recur: recur,recurred
red: red,redder
redden: reddened,reddening
reddish: reddish
redeem: redeemed
redness: redness
redolent: redolent
redound: redounded
reduce: reduce,reduced
reek: reeked
reel: reeled
refer: refer,referred,referring
reference: reference
refill: refill,refilling
refine: refined
refined: refined
refinement: refinement,refinements
refit: refitting
reflect: reflect,reflected,reflecting
reflection: reflection,reflections
reform: reform,reforming,reforms
reformation: reformation
refractory: refractory
refrain: refrain,refrained,refraining
refresh: refresh,refreshed,refreshing
refreshing: refreshing
refreshment: refreshment,refreshments
refuge: refuge
refusal: refusal
refuse: refuse,refused,refusing
refutation: refutation
regain: regain,regained
regard: regard,regarded
regatta: regatta
regenerate: regenerate,regenerating
regeneration: regeneration
regicide: regicide
regime: regime
regiment: regiment,regiments
regimental: regimental
region: region
regret: regret,regrets,regretted,regretting
regretful: regretful
regretfully: regretfully
regrettable: regrettable
regular: regular
regularity: regularity
regularly: regularly
regulation: regulation,regulations
regulations: regulations
reign: reign,reigned,reigns
rein: rein,reined,reining,reins
reinforce: reinforce
reinforcement: reinforcement
reinspect: reinspected
reinstate: reinstated
reiterate: reiterated
reject: reject,rejected,rejects
rejoice: rejoice,rejoiced,rejoicing
rejoicing: rejoicing
rejoin: rejoin,rejoined,rejoining
rejoinder: rejoinder,rejoinders
rejuvenate: rejuvenated
relapse: relapsed,relapsing
relate: relate,relating
relation: relation,relations
relative: relative,relatives
relax: relax,relaxing
relay: relay,relays
release: release,released,releasing
relevantly: relevantly
reliable: reliable
relic: relic,relics
relief: relief
relieve: relieve,relieved
religion: religion
religious: religious
relish: relishing
relit: relit
reload: reloaded
reluctant: reluctant
reluctantly: reluctantly
rely: rely,relying
remain: remain,remained,remaining,remains
remains: remains
remark: remark,remarked,remarking,remarks
remarkable: remarkable
remarkably: remarkably
remedy: remedy,remedying
remember: remember,remembered,remembering,remembers
remembrance: remembrance
remind: remind,reminded,reminding,reminds
reminder: reminder
reminiscence: reminiscence,reminiscences
remnant: remnant
remonstrance: remonstrances
remorse: remorse
remortgage: remortgaged
remote: remote,remotest
remount: remounted
removal: removal
remove: removed,removing
render: render,rendered,rendering
renew: renew,renewed
renewal: renewal
renewed: renewed
renounce: renounce,renounced,renouncing
rent: rent
rentes: rentes
reopen: reopened
reorganize: reorganized
repay: repaid,repay
repeat: repeat,repeated,repeating
repeatedly: repeatedly
repel: repel
repellent: repellent
repent: repent,repented,repents
repenting: repenting
repetition: repetition
replace: replace,replaced,replacing
reply: replied,replies,reply,replying
report: report,reported,reporting,reports
reporter: reporter
repose: repose
reprehensible: reprehensible
represent: represent,represented,representing
representation: representation
representative: representative
repress: repress,repressed,repressing
reprimand: reprimand,reprimanded,reprimanding
reproach: reproach,reproached,reproaches,reproaching
reproachful: reproachful
reproachfully: reproachfully
reprove: reproved
reprovingly: reprovingly
republic: republic
republican: republican
repugnance: repugnance
repulse: repulsed
repulsion: repulsion
repulsive: repulsive
reputation: reputation,reputations
repute: reputed
request: request,requested,requesting,requests
require: require,required
reread: reread
rescript: rescript
rescue: rescue
resemblance: resemblance
resemble: resembled,resembles,resembling
resent: resent,resented
resentment: resentment
reserve: reserve,reserves
resident: residents
resign: resigned
resignation: resignation
resignedly: resignedly
resist: resist
resistance: resistance
resolute: resolute
