abandon: abandon
pellet: pellets
pen: pen,pens
pencil: pencil
pend: pending
penetrate: penetrating
penetration: penetration
penitence: penitence
penniless: penniless
pennsylvania: pennsylvania
penny: pence,penny
pennyworth: pennyworth
penseroso: penseroso
penury: penury
people: peopled
perambulation: perambulations
perceive: perceive,perceived
perceiver: perceiver
perceptibly: perceptibly
perception: perception
perchance: perchance
perdue: perdues
perennial: perennial
perfect: perfect
perfection: perfection
perfectly: perfectly
perform: perform,performed,performing
performance: performance,performances
performer: performers
perfume: perfume
perilous: perilous
period: period,periods
periodic: periodic
perish: perish,perished
perishable: perishable
perk: perks
permanent: permanent
permission: permission
permit: permitted
perpend: perpend
perpendicular: perpendicular
perpetual: perpetual
perpetuate: perpetuate
perpetuation: perpetuation
persecution: persecution
perseverance: perseverance
persevere: persevere
persist: persists
persistent: persistent
person: people,person,persons
personage: personages
personal: personal
personality: personalities,personality
personally: personally
perspicuous: perspicuous
perspire: perspired,perspiring
persuade: persuade,persuaded
perturb: perturbed
perturbation: perturbation
peruke: peruke
perusal: perusal
pessimism: pessimism
pessimist: pessimist,pessimists
pestilence: pestilence
pet: pet
peter: peter
petit: petit
petty: petty
pew: pew
phantom: phantom
pharmacy: pharmacies
phenomena: phenomena
philistine: philistine
philosopher: philosophers
philosophical: philosophical
philosophy: philosophy
phlebotomy: phlebotomy
photo: photos
photograph: photograph,photographs
phrase: phrase,phrases
phthisical: phthisical
physical: physical
physician: physician,physicians
piano: piano
pick: pick,picked,picking
pickle: pickles
pickwickian: pickwickian
picnic: picnic
picture: picture,pictures
picturesque: picturesque
pie: pies
piece: piece,pieces
pier: pier
pierce: piercing
pierhead: pierhead
piety: piety
pig: pig
pigmy: pigmy
pile: pile,piles
pilgrim: pilgrim
pillar: pillar
pillared: pillared
pillow: pillow
pilot: pilot
pimple: pimple
pin: pin
pinas: pinas
pinch: pinch,pinching
pinched: pinched
pine: pine,pines
pinewood: pinewood,pinewoods
pink: pink
pious: pious
piously: piously
pipe: pipe,pipes,piping
piping: piping,pipings
piracy: piracy
pirate: pirate,pirates
pirates: pirates
pisgah: pisgah
pistol: pistol
pit: pit,pitting
pitch: pitch,pitched
pitcher: pitchers
pith: pith
pitiable: pitiable
pitiful: pitiful
pity: pity,pitying
placid: placid
plague: plague
plaguey: plaguey
plaid: plaid
plain: plain
plainly: plainly
plains: plains
plaint: plaint
plaintive: plaintive
plan: plan,planned,plans
plane: plane
planet: planet
plank: planks
plant: plant,planted,plants
planting: planting
plash: plash
plastic: plastic
plate: plates
platform: platform
platoon: platoon
plaudit: plaudits
play: play,played,playing,plays
playmate: playmates
plead: plead
pleasant: pleasant,pleasantest
pleasantly: pleasantly
pleasantry: pleasantry
pleased: pleased
pleasurable: pleasurable
pleasure: pleasure,pleasures
plebeian: plebeian
pledge: pledged
plenty: plenty
pleurisy: pleurisy
pleuritic: pleuritic
plot: plot,plots
ploughboy: ploughboy
plover: plover
pluck: pluck,plucked
plucky: plucky
plug: plug
plum: plum
plume: plume
plumed: plumed
plunge: plunge,plunged
plurality: plurality
plymouth: plymouth
po: po
pock: pock
pocket: pocket
poe: poe
poem: poem,poems
poesy: poesy
poet: poet,poets
poetic: poetic
poetical: poetical
poetically: poetically
poetry: poetry
poignant: poignant
poise: poised
poison: poisons
pole: pole,poles
police: police
policeman: policeman
polish: polish,polished
polite: polite
political: political
politics: politics
pollock: pollock
polyglot: polyglot
polysyllable: polysyllables
pomp: pomp
pooh: pooh,poohed
pool: pool,pools
poor: poor,poorer
pope: pope
poplar: poplar,poplars
poppy: poppy
popular: popular
popularly: popularly
population: population
populous: populous
porridge: porridge
port: port
portal: portal
portentously: portentously
portfolio: portfolio
portly: portly
portmanteau: portmanteau
portrait: portrait,portraits
portraiture: portraiture
pose: pose
position: position
positively: positively
possess: possess,possessed,possesses
possession: possession,possessions
posset: posset
possibility: possibilities,possibility
post: post,posted
postage: postage
postal: postal
poster: poster
posterior: posteriors
posterity: posterity
posthumous: posthumous
postie: postie
postillion: postillion
postman: postman
postmark: postmark
postpone: postponed
postulate: postulate
pot: pot,pots
potently: potently
potsherd: potsherds
potted: potted
potter: potter
pottery: pottery
pound: pound,pounds
pour: pour,pouring,pours
poverty: poverty
powder: powder
power: power,powers
powerful: powerful
powerfully: powerfully
powers: powers
practicability: practicability
practical: practical
practically: practically
practice: practice
practise: practise,practising
practiser: practiser
prairie: prairie
praise: praise,praised
praiser: praiser
prank: pranks
prate: prate
pray: pray
prayer: prayer,prayers
preach: preach,preached,preaching
preacher: preacher
precede: preceded
precedence: precedence
precedent: precedent
precept: precept
preciosity: preciosity
precious: precious
precipitate: precipitate
precise: precise
precisely: precisely
precision: precision
predestined: predestined
predicament: predicaments
predict: predicted
predominant: predominant
preface: preface
prefer: prefer,preferred,preferring,prefers
preference: preference
pregnancy: pregnancy
pregnant: pregnant
prejudice: prejudice
prelect: prelected
preliminary: preliminary
premature: premature
prentice: prentice
preparation: preparation
preparatory: preparatory
prepare: prepare,prepared,preparing
prepared: prepared
prerequisite: prerequisite
presence: presence,presences
presentment: presentment
preserve: preserve,preserved,preserves
press: press,presses
pressure: pressure
presume: presume
pretend: pretend
pretension: pretension
pretentious: pretentious
pretext: pretext
prettily: prettily
pretty: prettiest,pretty
prevail: prevailed,prevails
prevent: prevent,prevented
previous: previous
prey: prey
price: price
prick: prick,pricked
pride: pride
prig: prigs
prim: prim
prime: prime
primer: primer
primitive: primitive
prince: prince
princely: princely
princes: princes
princess: princess
princesses: princesses
principal: principal
principally: principally
principle: principle,principles
print: print,printed,prints
printer: printer,printers
printing: printing
prior: prior
priscilla: priscilla
prism: prism
prison: prison
prisoner: prisoner
privacy: privacies,privacy
private: private
privilege: privilege
privileged: privileged
prix: prix
pro: pro
probability: probability
probable: probable
proceed: proceeded,proceeding
process: process
processing: processing
procession: procession
proclamation: proclamations
procrastination: procrastination
procuration: procuration
procure: procure,procured
prodigal: prodigal
prodigious: prodigious
prodigy: prodigy
produce: produce,produced,produces
production: production,productions
profane: profane
profanely: profanely
profess: profess
profession: profession
professional: professional
professor: professor,professors
professorate: professorate
professoriate: professoriate
profit: profit,profits
profitable: profitable
profound: profound
profoundly: profoundly
progress: progress,progressed,progresses
prohibition: prohibition
prohibitory: prohibitory
project: project,projected
prologue: prologue
prolong: prolonged
prolonged: prolonged
promenade: promenade
prometheus: prometheus
prominence: prominence
prominently: prominently
promise: promise,promised,promises,promising
promontory: promontory
promote: promoting
promotion: promotion
prompt: prompt,prompted
promptitude: promptitude
prone: prone
pronounce: pronounced
proof: proof,proofs
proofread: proofread
prop: prop,propped
propagation: propagation
proper: proper
properly: properly
property: property
prophecy: prophecy
prophet: prophet,prophets
proportion: proportion,proportions
proportionate: proportionate
proportionately: proportionately
proposal: proposal
propose: propose,proposed,proposes
proposition: proposition
proprietary: proprietary
proprietor: proprietor,proprietors
propriety: proprieties,propriety
proprium: proprium
prosaic: prosaic
prose: prose
proser: proser
prospect: prospect
prospects: prospects
prosper: prosper
prosperity: prosperity
prosperous: prosperous
prostitute: prostitutes
prostrate: prostrate,prostrating
prostration: prostration
protect: protect,protected
protest: protested
protuberant: protuberant
proudly: proudly
prove: prove,proved,proves
provide: provide,providing
providence: providence
provision: provision,provisions
provoke: provoke
provost: provost
prowess: prowess
proxy: proxy
prudential: prudential
prudhomme: prudhomme
prying: prying
psychological: psychological
psychology: psychology
public: public
publication: publication
publicly: publicly
publish: publish,published,publishing
publisher: publisher,publishers
publishers: publishers
publishing: publishing
puck: puck
pudding: pudding
puddle: puddling
puff: puff
pugnacious: pugnacious
pull: pull,pulled,pulling
pulse: pulse
pump: pump
pun: pun
punishment: punishment,punishments
punitive: punitive
punkah: punkah
puppet: puppets
puppy: puppies,puppy
purchase: purchased
pure: pure,purer
purely: purely
purge: purged
purity: purity
purl: purling
purple: purple
purport: purport
purpose: purpose,purposes
purposeless: purposeless
purposely: purposely
purse: purse
purser: purser
pursue: pursue,pursued
pursuit: pursuit
push: push,pushed,pushes,pushing
putrefaction: putrefaction
putridity: putridity
puy: puy
puzzle: puzzles
puzzled: puzzled
qu: qu
qua: qua
quack: quack
quail: quail
quaint: quaint
quake: quakes
quaking: quaking
qualification: qualifications
qualify: qualified,qualifying
quality: qualities,quality
quant: quant
quantity: quantities,quantity
quarrel: quarrel
quarry: quarry,quarrying
quarter: quarter,quarters
quarterly: quarterly
quarters: quarters
quarto: quarto
quay: quays
queen: queen
queer: queer
query: queried,queries,query
quest: quest
question: question,questioned,questions
questionable: questionable
questioning: questionings
qui: qui
quick: quick,quicker
quickness: quickness
quid: quid
quiet: quiet
quietly: quietly
quire: quire
quirk: quirk
quit: quit,quits
quod: quod
quorum: quorum
quotation: quotation
quote: quote,quoted
rabbit: rabbit
rabid: rabid
race: race,races
radiant: radiant
radiate: radiates
radical: radicals
radically: radically
rag: rags
rage: rage,raging
ragged: ragged
raggedness: raggedness
rail: rail,rails
railway: railway
raiment: raiment
rain: rain,rained,raining,rains
raise: raise,raised,raising
rake: raked
ranche: ranche
ranchero: rancheros
random: random
range: range
rank: rank,ranking
rankle: rankled
rant: ranting
rapacity: rapacity
rape: rape
rapid: rapid
rapidly: rapidly
rare: rare,rarest
rarely: rarely
rascal: rascal,rascals
rase: rase
rash: rash
rate: rate
ratio: ratio
rattle: rattle
ravening: ravening
raw: raw
rax: rax
ray: ray
reach: reach,reached,reaches,reaching
read: read,reading,reads
readable: readable
reader: reader,readers
readier: readier
readiness: readiness
reading: reading
ready: readiest,ready
real: real
reales: reales
realise: realise,realised
realism: realism
realist: realist
realistic: realistic
reality: reality
realm: realms
rearrange: rearranged
reason: reason,reasons
reasonable: reasonable
reassure: reassure
reassured: reassured
rebel: rebel
rebellion: rebellion
rebuild: rebuilding
recall: recall,recalling
recapitulate: recapitulate
recast: recast
receipt: receipt
receive: receive,received,receives,receiving
receiver: receiver
receptivity: receptivity
reciprocate: reciprocate
recitation: recitation
recitative: recitative
recite: recited
reckon: reckon,reckoning,reckons
recline: recline
recognise: recognise,recognised
recognition: recognition
recollect: recollect
recollection: recollection,recollections
recommend: recommend,recommending
recommendation: recommendation
recompense: recompense
reconcile: reconcile,reconciled,reconciling
reconciliation: reconciliation
recondite: recondite
reconsider: reconsider
record: record,recorded
recourse: recourse
recover: recover,recovered,recovering
recovery: recovery
rector: rector
rectory: rectory
recumbent: recumbent
recur: recur,recurring
red: red
redact: redacts
redd: redd
redeem: redeem
redistribute: redistribute,redistributing
redistributing: redistributing
redistribution: redistribution
reduce: reduce,reduced
reduction: reduction
reed: reed,reeds
reek: reek
refection: refection
refer: refer,referred,referring,refers
reference: reference,references
refined: refined
reflection: reflection
refrain: refrain
refresh: refresh,refreshed
refreshment: refreshment
refund: refund
refusal: refusal
refuse: refuse,refused
regard: regard,regarded
regiment: regiment
region: region,regions
register: registered
registration: registrations
regret: regret,regrets,regretted
regular: regular
regulate: regulates,regulating
reh: reh
rehabilitate: rehabilitated
rehearsal: rehearsals
rehearse: rehearsed
reid: reid
rein: rein,reins
reinstatement: reinstatement
reject: rejected
rejection: rejection
rejoice: rejoice,rejoiced,rejoicing
rejoinder: rejoinder
rejuvenate: rejuvenate
relapse: relapse,relapses
relate: relate,relates
relation: relation,relations
relative: relative,relatives
relax: relax
release: release
relic: relic
relief: relief
relieve: relieved
religion: religion,religions
religious: religious
religiously: religiously
relinquish: relinquish
relish: relish
remain: remain,remained,remaining,remains
remainder: remainder
remains: remains
remark: remark,remarked,remarking,remarks
remarkable: remarkable
rembrandt: rembrandt
remedy: remedied,remedies,remedy
remember: remember,remembered,remembering,remembers
remembrance: remembrance
remind: remind,reminded,reminding
reminiscence: reminiscence
remnant: remnant
remorse: remorse,remorses
remote: remote
remove: remove,removed,removes
remuneration: remuneration
renaissance: renaissance
rename: renamed
render: render,rendered
renew: renew,renewed
renown: renown
rent: rent
rentier: rentier
renunciation: renunciation
reopen: reopen
reparation: reparation
reparatory: reparatory
repeat: repeat,repeated
repeatedly: repeatedly
repel: repels
repent: repent
repentance: repentance
replace: replace
replacement: replacement
replete: replete
replica: replicas
reply: replied,reply
report: report,reported,reports
reporter: reporter
repose: repose
represent: represent,represented,represents
representation: representation,representations
reprint: reprint
reproach: reproach,reproaches
reproachfully: reproachfully
reproduce: reproduce
reptile: reptile
republication: republication
republish: republished
repudiate: repudiate,repudiating
repudiation: repudiation
repugnance: repugnance
repulsive: repulsive
reputation: reputation
request: request,requests
require: require,required,requires,requiring
requirement: requirements
resent: resent
reservation: reservation
reserve: reserve
residence: residence
resident: resident
resign: resign,resigning
resignation: resignation
resist: resist
resistance: resistance
resolve: resolve,resolved
resound: resounds
resource: resource
respect: respect,respected
respectability: respectability
respectable: respectable
respected: respected
respectful: respectful
respectfully: respectfully
respiration: respiration
respite: respite
resplendent: resplendent
respond: respond,responded
response: response
responsibility: responsibilities,responsibility
rest: rest,rests
restaurant: restaurant
resting: resting
restless: restless
restoration: restoration
restorative: restorative
restraint: restraint,restraints
restriction: restrictions
result: result
resume: resume,resumed
retain: retains
retentive: retentive
reticence: reticence
retire: retired,retiring
retract: retract
retreat: retreat
retrim: retrim
retrospect: retrospect
return: return,returned,returning,returns
reveal: reveal
revel: revel
revelation: revelation
revenge: revenge,revenges
revenue: revenue
reverend: reverend
reverse: reverse
review: review,reviewing,reviews
reviewer: reviewer,reviewers
revisal: revisal
revise: revise
reviser: revisers
revision: revision
revive: revive
revoir: revoir
revolt: revolted
revolution: revolution
revolver: revolver
revulsion: revulsion
reward: reward,rewarded
rewrite: rewrite,rewriting
rhapsodical: rhapsodical
rhapsody: rhapsody
rheumatic: rheumatic
rheumatism: rheumatism
rhyme: rhyme,rhymes,rhyming
rhythm: rhythm
rice: rice
rich: rich
richard: richard
richly: richly
richness: richness
richt: richt
rickety: rickety
rid: rid
riddle: riddle,riddled
ride: ridden,rides,riding
rider: rider
ridge: ridges
rig: rig,rigged
righteous: righteous
rightly: rightly
rigid: rigid
rigidity: rigidity
rigour: rigour
rime: rimes
rimes: rimes
rink: rink
riot: riots
rioting: rioting
ripe: ripe
ripen: ripen,ripening
riper: riper
ripple: rippled
rise: rise,risen,rising,rose
risk: risk
rite: rites
rival: rival,rivals
river: river,rivers
riverside: riverside
rivet: riveted
riviera: riviera
road: road,roads
roadway: roadway
roar: roar,roaring
roaring: roaring
roast: roast
rob: rob
robe: robes
robert: robert
roberts: roberts
robin: robins
robinet: robinet
robinson: robinson
robust: robust
rocambole: rocambole
rock: rock,rocks
rockery: rockery
rocky: rocky
rod: rod
rodriguez: rodriguez
rogue: rogue,rogues
roll: roll,rolled,rolling,rolls
roller: roller
rolling: rolling
roman: roman
romance: romance,romances,romancing
romantic: romantic
romantically: romantically
rome: rome
rondeaux: rondeaux
roof: roof,roofs
roomful: roomful
roost: roost
root: root
rope: ropes
roquelaure: roquelaure
rose: rose,roses
rosemary: rosemary
ross: ross
rosy: rosy
rot: rot
rotten: rotten
rough: rough,rougher,roughest,roughing
roundabout: roundabout
route: route
rover: rover
row: row
roy: roy
royal: royal
royalty: royalties,royalty
rub: rubs
rubbish: rubbish,rubbishing
rubens: rubens
rude: rude
rudeness: rudeness
rudiment: rudiments
rue: rue
rufus: rufus
rugged: rugged
ruin: ruin,ruined,ruins
ruinous: ruinous
rule: rule,ruled,rules,ruling
ruling: ruling
rum: rum
rural: rural
rush: rush,rushes
russet: russet
russian: russian,russians
rust: rust
rustic: rustic
rustle: rustle
rusty: rusty
sable: sable
sack: sack
sacred: sacred
sacrifice: sacrifice
sad: sad
saddle: saddle
sadly: sadly
sadness: sadness
sae: sae
safe: safe
safely: safely
safety: safety
sagacious: sagacious
sagacity: sagacity
sage: sage
sahara: sahara
sail: sail,sailed,sailing,sails
sailing: sailing
sailor: sailor
saint: saint
sake: sake
salad: salad
salary: salary
sale: sale,sales
saliency: saliency
salient: salient
salinas: salinas
sally: sally
salmon: salmon
salon: salon
saloon: saloon
salt: salt
salute: salute
salvation: salvation
salve: salve
sam: sam
samoan: samoan
samovar: samovar
samuel: samuel
san: san
sanatorium: sanatorium
sanctify: sanctified
sand: sand,sands
sandbag: sandbag
sands: sands
sane: sane
sanitary: sanitary
sanity: sanity
santa: santa
sapphire: sapphire
sara: sara
sat: sat
satan: satan
satiric: satiric
satirical: satirical
satisfaction: satisfaction
satisfied: satisfied
satisfy: satisfies
saturday: saturday
sausage: sausage
sauve: sauve
savage: savage
save: save,saved,saving
savile: savile
savour: savour
savoury: savoury
sawyer: sawyer
saxon: saxon
scald: scald,scalded
scale: scale
scalp: scalp
scandal: scandals
scandalous: scandalous
scanty: scantiest,scanty
scar: scar
scarce: scarce
scarcely: scarcely
scared: scared
scarlet: scarlet
scatter: scattered,scattering
scenario: scenario
scene: scene,scenes
scenery: scenery
scent: scent,scented,scents
scented: scented
sceptic: sceptic
scheme: scheme,schemes
schiller: schiller
schnapps: schnapps
scholarly: scholarly
scholarship: scholarship
school: school,schools
schoolboy: schoolboy
schooling: schooling
schooner: schooner
science: science
scoffer: scoffer
scoffingly: scoffingly
scone: scone
scope: scope
score: score,scored
scorn: scorn
scorner: scorners
scot: scot
scotch: scotch
scotchman: scotchman,scotchmen
scotland: scotland
scots: scots
scotsmen: scotsmen
scott: scott
scottish: scottish
scratch: scratch,scratched
scrawl: scrawl
screechy: screechy
screen: screens
scribble: scribbled
scribe: scribe
scriptorium: scriptorium
scrivener: scrivener
scroll: scroll,scrolled
scruple: scruple
scrupulous: scrupulous
scrupulousness: scrupulousness
sculduddery: sculduddery
sculptor: sculptors
scurry: scurrying
scuttle: scuttle
sea: sea,seas
seaboard: seaboard
seafare: seafaring
seafaring: seafaring
seagull: seagull
seal: seal,sealed
sealskin: sealskin
seaman: seaman,seamen
seamanship: seamanship
seamen: seamen
sear: seared
search: search,searching
season: season,seasons
seasoned: seasoned
seat: seat,seated,seats
secondary: secondary
seconder: seconder
secrecy: secrecy
secret: secret,secrets
secretary: secretary
secretive: secretive
sectional: sectional
secular: secular
secure: secure
sed: sed
sedan: sedans
sedately: sedately
sederunt: sederunt
sedge: sedge
seducer: seducer
sedulous: sedulous
seed: seed
seedy: seedy
seek: seek,seeking,seeks,sought
seemingly: seemingly
seine: seine
seize: seizing
sel: sel
seldom: seldom
select: selected
selection: selection
selfish: selfish
selfsame: selfsame
sell: sell,sells,sold
sellar: sellar
semiramis: semiramis
send: send,sending,sends
sense: sense
sensibility: sensibility
sensitive: sensitive
sentence: sentence,sentences
sentiment: sentiment,sentiments
sentimental: sentimental
sentimentalist: sentimentalist
separate: separate
separately: separately
separation: separation,separations
sepoy: sepoy
september: september
sequel: sequel
sequence: sequence
sequester: sequestered
seraphina: seraphina
serenity: serenity
serial: serial
series: series
serjeant: serjeant
sermon: sermon,sermons
serpent: serpent
servant: servant,servants
serve: serve,served,serves
service: service,services
servility: servilities
session: session
set: set,sets,setting
settle: settle,settled
seventeen: seventeen
seventh: seventh
sevenths: sevenths
severe: severe,severest
sew: sewed
sewer: sewers
sex: sex,sexes
sexlessness: sexlessness
sexton: sexton
sha: sha
shabbily: shabbily
shade: shade,shaded
shadow: shadow,shadows
shady: shady
shake: shake,shaken,shakes,shaking,shook
shakespeare: shakespeare
shakespearean: shakespearean
shakespearian: shakespearian
shaky: shaky
shallows: shallows
shally: shally
shalt: shalt
sham: sham,shams
shame: shame,shamed
shandy: shandy
shanty: shanty
shape: shape,shapes
shapeliness: shapeliness
shapely: shapely
share: share,shared,sharing
sharp: sharp
sharpen: sharpened
sharpness: sharpness
shave: shave,shaved
shawl: shawled,shawls
sheaf: sheaf
shear: shorn
sheath: sheath
sheep: sheep
sheer: sheer
sheet: sheet,sheets
shelf: shelf,shelves
shelley: shelley
shelter: shelter,sheltered
shelve: shelved
shelved: shelved
shepherd: shepherd
shift: shifting
shifting: shifting
shilling: shilling,shillings
shilly: shilly
shine: shine,shines,shining
shingle: shingle
shiningly: shiningly
shiny: shiny
ship: ship,ships
shirk: shirk,shirks
shirt: shirt,shirts
shiver: shivering,shivers
shiveringly: shiveringly
shocking: shocking
shoddy: shoddy
shoe: shoes
shoot: shoot,shooting,shoots,shot
shop: shop,shops
shore: shore,shores
short: short,shorter,shortest
shorten: shorten
shot: shot
shoulder: shoulder,shouldered,shoulders
shout: shouting
shove: shove
shower: shower,showers
showy: showy
shrewd: shrewd
shriek: shrieked
shrieking: shrieking
shrift: shrift
shrill: shrill,shrillest
shrine: shrine
shrink: shrink,shrinking,shrinks
shrubbery: shrubbery
shrug: shrug
shudder: shuddering,shudders
shuddering: shuddering
shuffling: shuffling
shut: shut,shuts
shy: shied,shy
siamese: siamese
sibilant: sibilant
sic: sic
sich: sich
sick: sick
sickbed: sickbed
sicken: sickened,sickens
sickening: sickening
sicker: sicker
sickish: sickish
sickly: sickly
sickness: sickness
sickroom: sickroom
sided: sided
sideways: sideways
sidney: sidney
sie: sie
sierra: sierra
siesta: siesta
sift: sifting
sigh: sigh
sighingly: sighingly
sight: sight
sign: sign,signs
signal: signal,signalled
signalling: signalling
signature: signature
signet: signet
significance: significance
silence: silence,silenced,silences
silent: silent
silently: silently
silk: silk
sill: sill
sillily: sillily
silly: silly
siloam: siloam
silver: silver
simeon: simeon
simile: simile
simp: simp
simper: simpering
simple: simple
simplicity: simplicity
simplification: simplification
simply: simply
simpson: simpson
simson: simson
sin: sin,sinned,sins
sincerely: sincerely
sincerity: sincerity
sine: sine
sing: sang,sing,singing,sings,sung
singer: singer
singing: singing
single: single
singleton: singleton
singular: singular
singularly: singularly
sinister: sinister
sink: sank,sink,sinking,sunk,sunken
sinner: sinner,sinners
sinon: sinon
sip: sip
sir: sir
sire: sire
sister: sister,sisters
sit: sat,sit,sits,sitting
sitter: sitter
sitting: sittings
situation: situation,situations
sixpence: sixpence
sixpenny: sixpenny
sixteen: sixteen
sixteenth: sixteenth
sixth: sixth
size: size
skate: skate,skated,skating
skater: skaters
skating: skating
skein: skeins
skeleton: skeleton
sketch: sketch
skiff: skiff
skill: skill
skim: skimming
skin: skin,skinned
skink: skinking
skip: skipping
skipper: skipper
skirmish: skirmishes
skirt: skirt,skirts
skit: skit
sky: skies,sky
skye: skye
slack: slack
slacken: slacken
slackness: slackness
slade: slade
slang: slang,slanged
slap: slap
slash: slashing
slate: slate,slates
slavey: slaveys
slay: slain,slay
sleep: sleep,sleeping,sleeps,slept
sleeping: sleeping
sleepy: sleepy
sleet: sleeted
sleeve: sleeves
sleigh: sleigh
slender: slender
slew: slew
slice: slice
slight: slight,slighted
slimy: slimy
sling: sling,slung
slink: slinking
slip: slip,slipped,slipping,slips
slippered: slippered
sloop: sloop,sloops
slope: slope
slouch: slouch
slough: sloughs
slovenly: slovenly
slow: slow
slowly: slowly
slowness: slowness
sluggish: sluggish
slumber: slumber
slush: slush,slushes
sly: sly
smack: smack,smacks
smallpox: smallpox
smart: smart
smash: smash
smell: smell,smells,smelt
smile: smile,smiled,smiles,smiling
smilingly: smilingly
smite: smite,smites,smiting
smith: smith
smoke: smoke,smokes,smoking
smoking: smoking
smoky: smoky
smooth: smooth
smoothly: smoothly
smother: smothered,smothers
snail: snails
snake: snake
snap: snap,snapped
snatch: snatch,snatches
snatcher: snatcher
snatchers: snatchers
snaw: snaw,snaws
sneak: sneaking
sneer: sneer
sneeze: sneeze
snell: snell
snobbery: snobbery
snout: snout,snouting
snow: snow,snows
snowy: snowy
snuffling: snuffling
soak: soaked,soaks
soap: soap
sob: sob,sobs
sober: sober
sobriety: sobriety
sociable: sociable
social: social
socialism: socialism
society: society
sock: socks
soda: soda
sodden: sodden
sofa: sofa
soft: soft
softly: softly
soil: soil
soldier: soldier
soldiery: soldiery
solely: solely
solemn: solemn
solemnity: solemnity
solemnly: solemnly
solicit: solicit
solicitation: solicitation,solicitations
solid: solid
solitary: solitary
solitude: solitude
solo: solo
solomon: solomon
solve: solve,solved
solvent: solvent
somnolence: somnolence
somnolent: somnolent
son: son,sons
sonata: sonata
song: song,songs
sonnet: sonnet,sonnets
sons: sons
sophocles: sophocles
sordid: sordid
sordidly: sordidly
sore: sore
sorely: sorely
sorrow: sorrow,sorrowed,sorrows
sort: sort,sorts
sortie: sorties
soul: soul
sound: sound,sounded,sounder,sounding,sounds
sounding: soundings
soundly: soundly
soup: soup
sour: sour,sours
source: source,sources
sous: sous
south: south
southerly: southerly
southern: southern
space: space,spaces
spacing: spacing
spain: spain
spale: spales
spaniards: spaniards
spanish: spanish
spanking: spanking
spare: spare,spared
spark: spark
sparkle: sparkle
sparkling: sparkling
sparrow: sparrows
sparsely: sparsely
spate: spate
speak: speak,speaking,speaks,spoke,spoken
speaker: speaker
speaking: speaking
spec: spec
special: special
specially: specially
species: species
specific: specific
specimen: specimen
specious: specious
speck: speck
spectacle: spectacle
spectacled: spectacled
spectator: spectator
spectral: spectral
spectre: spectre
speculation: speculation,speculations
speech: speech
speechless: speechless
speed: speed
spell: spell
spelling: spelling
spencer: spencer
spend: spend,spent
spew: spew,spews
sphere: sphere
spice: spice
spin: spun
spire: spires
spirit: spirit,spirited,spirits
spirited: spirited
spiritual: spiritual
spiritually: spiritually
spit: spit
spital: spital
spite: spite
splash: splash
splendid: splendid
splendidly: splendidly
split: split
splitting: splitting
spoil: spoiled,spoils
spoiled: spoiled
spoilt: spoilt
sponge: sponge
spontaneous: spontaneous
spontaneously: spontaneously
spoon: spoon
spoonful: spoonful
sport: sport,sports
sportive: sportive
spot: spot,spots
spotless: spotless
spotted: spotted
sprawl: sprawl,sprawled,sprawling
spray: spray
spread: spread,spreading
spree: spree
sprig: sprig
spring: sprang,spring,springs
springtime: springtime
sprinkle: sprinkled
sprite: sprite
spur: spurred
spurn: spurn
spy: spy
spying: spying
squabble: squabble
squadron: squadron
squall: squall,squalls
squander: squandered
square: square
squat: squat
squatters: squatters
squaw: squaw
squire: squire
ss: ss
stable: stable
stack: stack
staff: staff
stage: stage
staging: staging
stagnate: stagnate
stagnation: stagnation
staid: staid
stain: stained
stair: stair,stairs
staircase: staircase
stake: stakes
stale: stale,stalest
stamp: stamp,stamps
stand: stand,standing,stands,stood
standard: standard
standing: standing
standstill: standstill
stane: stane
stanza: stanza,stanzas
star: star,stars
starboard: starboard
stare: stare
starlight: starlight
start: start,started,starting,starts
starting: starting
startle: startle,startles
startling: startling
startlingly: startlingly
starvation: starvation
starve: starve,starved
stately: stately
statement: statement,statements
statesman: statesman
station: station
stationary: stationary
statistical: statistical
statuary: statuary
statue: statue,statues
stature: statures
status: status
staunch: staunch
stave: staves
stay: stay,stayed,staying
steadily: steadily
steading: steading
steady: steadier,steady
steak: steak
steal: steal,stealing,stolen
steam: steam,steams
steamer: steamer,steamers
steep: steep,steeped
steerage: steerage
steering: steering
stein: stein
step: step,stepped,steps
stepfather: stepfather
stephen: stephen
stepson: stepson
sterling: sterling
stern: stern,sternest
sternmost: sternmost
sternness: sternness
stevensoniana: stevensoniana
steward: steward
stewart: stewart
stick: stick,sticking,sticks,stuck
stiff: stiff
stiffness: stiffness
stifle: stifled
stimulate: stimulating
sting: sting
stint: stint
stir: stir,stirring
stirring: stirring
stitch: stitch
stobs: stobs
stock: stock,stocked,stocks
stockton: stockton
stoical: stoical
stolid: stolid
stolidly: stolidly
stomach: stomach
stone: stone,stones
stool: stool,stools
stoop: stoop
store: store,stored,stores,storing
storm: storm,storms
stormy: stormy
story: stories,story
stow: stow
straight: straight
straighten: straighten
strain: strain,strained,straining,strains
strait: strait,straits
strand: stranded
strange: strange,strangest
strangely: strangely
strangeness: strangeness
stranger: stranger,strangers
strap: strap
strategical: strategical
straw: straw
stray: strayed
stream: stream,streams
streaming: streaming
street: street,streets
strength: strength
strengthen: strengthen,strengthened,strengthens
stress: stress
stretch: stretch
stricken: stricken
strict: strict
strictly: strictly
