abalone: abalone
neat: neat
neatly: neatly
nebraska: nebraska
necessity: necessities
neck: neck,necks
necklace: necklace,necklaces
ned: ned
needle: needle,needles
needless: needless
needlessly: needlessly
negative: negative
neglect: neglect,neglected,neglecting
negotiate: negotiate,negotiated
negro: negro
negroes: negroes
neighbor: neighboring,neighbors
neighborhood: neighborhood,neighborhoods
neighboring: neighboring
nemo: nemo
neptune: neptune
nereocystis: nereocystis
nerve: nerve,nerves
nervous: nervous
nest: nest,nested,nests
nether: nether
nettle: nettles
network: network,networks
neutralize: neutralize
newcastle: newcastle
newfoundland: newfoundland
newly: newly
news: news
newspaper: newspaper,newspapers
nice: nice
nicely: nicely
nick: nick
nickname: nickname,nicknamed,nicknames
nicolas: nicolas
nicotine: nicotine
night: night,nights
nightfall: nightfall
nightmare: nightmares
nighttime: nighttime
nil: nil
nile: nile
nimble: nimble
nimbleness: nimbleness
nimbly: nimbly
nineteen: nineteen
ninth: ninth
nip: nip
nipple: nipples
nitrogen: nitrogen
nobility: nobility
nobleman: nobleman
noctiluca: noctiluca
nocturnal: nocturnal
nodule: nodules
noise: noise,noises
noiselessly: noiselessly
noisily: noisily
noisy: noisy
nonexistent: nonexistent
noon: noon
noonday: noonday
noontime: noontime
noose: noose
normal: normal
normandy: normandy
north: north
northbound: northbound
northeast: northeast
northeasterly: northeasterly
northerly: northerly
northern: northern
northernmost: northernmost
northward: northward
northwest: northwest
northwestern: northwestern
norway: norway
norwegian: norwegian,norwegians
nose: nose,noses
nostril: nostrils
nostrum: nostrum
notable: notable
note: note,notes
notice: notice,noticed,notices,noticing
noticeable: noticeable
noticeably: noticeably
notion: notion,notions
notorious: notorious
nourish: nourishes
nourishing: nourishing
nourishment: nourishment
nova: nova
novelty: novelty
november: november
nowadays: nowadays
noxious: noxious
nubile: nubile
nucleus: nucleus
nudge: nudged
nuisance: nuisance
numb: numb
numbering: numbering
numerous: numerous
nurse: nurse
nurture: nurtured
nut: nuts
nutmeg: nutmeg,nutmegs
nutrient: nutrients
nutritious: nutritious
nuts: nuts
nutshell: nutshell
nyctalopic: nyctalopic
nymph: nymph,nymphs
oaken: oaken
oar: oar,oars
oarsman: oarsmen
ob: ob
obedience: obedience
obedient: obedient
obediently: obediently
obelisk: obelisk
obey: obey,obeyed,obeying
obituary: obituary
object: object,objected,objecting,objects
objection: objection,objections
oblige: oblige,obliged
oblique: oblique
obliquely: obliquely
obliterate: obliterate
oblivion: oblivion
oblivious: oblivious
oblong: oblong
obscure: obscure
observation: observation,observations
observatory: observatory
observe: observe,observed,observing
observer: observers
obsess: obsessed
obsession: obsessions
obsessive: obsessive
obsidian: obsidian
obstacle: obstacle,obstacles
obstinate: obstinate
obstruct: obstruct,obstructed
obvious: obvious
occasion: occasion,occasions
occasional: occasional
occasionally: occasionally
occupant: occupants
occupation: occupation
occupational: occupational
occupy: occupied,occupies,occupy,occupying
occur: occur,occurred,occurring,occurs
occurrence: occurrence
ocean: ocean,oceans
oceania: oceania
oceanic: oceanic
oceanographer: oceanographer
oceans: oceans
octagonal: octagonal
october: october
oculina: oculina
odd: odd
odor: odor
oedipus: oedipus
offense: offense
offensive: offensive
offer: offer,offered,offering,offers
offhand: offhand
office: office
officer: officer,officers
official: official
offshore: offshore
oho: oho
oil: oil
oily: oily
olden: olden
oliva: oliva
olive: olive
oman: oman
omar: omar
ongoing: ongoing
onward: onward
ooze: ooze,oozed,oozing
opah: opahs
opalescent: opalescent
opaline: opaline
opaque: opaque
openly: openly
operate: operate,operated,operates,operating
operation: operation,operations
operative: operative
operator: operator
opinion: opinion
oppian: oppian
opponent: opponent,opponents
opportunity: opportunities,opportunity
oppose: opposed
oppressed: oppressed
oppressor: oppressor,oppressors
optical: optical
option: option
opulent: opulent
orange: orange
orator: orators
orb: orb
orbital: orbital
orchid: orchids
ordeal: ordeal
ordinarily: ordinarily
ordinary: ordinary
organ: organ,organs
organic: organic
organism: organism,organisms
organization: organization
organize: organized,organizing
orient: orient
oriental: oriental
orientals: orientals
origin: origin,origins
original: original,originals
originally: originally
originate: originate,originated,originating
orion: orion
orpheus: orpheus
osprey: ospreys
ostracod: ostracod,ostracods
ostrea: ostrea
otherworldly: otherworldly
otter: otter,otters
ottoman: ottoman
ounce: ounce
outbound: outbound
outburst: outburst,outbursts
outcome: outcome
outdistance: outdistanced
outdo: outdoing
outer: outer
outfit: outfits
outflow: outflow
outgrowth: outgrowths
outlandish: outlandish
outlet: outlet
outline: outline,outlined,outlines
outlook: outlook
outpace: outpace
outpouring: outpouring,outpourings
output: output
outrageous: outrageous
outright: outright
outrun: outrun
outset: outset
outskirts: outskirts
outstanding: outstanding
outstretched: outstretched
outstrip: outstrip
outward: outward
outweigh: outweigh
outwit: outwit
oval: oval
oven: oven
overboard: overboard
overcast: overcast
overcome: overcame,overcome
overdo: overdo
overflow: overflowing
overhang: overhang,overhanging,overhangs
overhaul: overhauling
overhead: overhead
overhear: overhears
overjoy: overjoyed
overlap: overlap,overlapping
overlay: overlaid
overload: overloaded
overpower: overpower,overpowered
override: override
overriding: overriding
overrun: overran,overrun
oversleep: overslept
overstate: overstating
overtake: overtake,overtaken,overtook
overturn: overturned
overwhelm: overwhelming
overwhelmed: overwhelmed
overwhelming: overwhelming
overwrought: overwrought
owe: owe,owed
ownership: ownership
oxygen: oxygen
oxyrhynchus: oxyrhynchus
oyster: oyster,oysters
pace: pace,paces
pacific: pacific
pacing: pacing
pack: pack,packed,packing,packs
packed: packed
padded: padded
padding: padding
paddle: paddle
paddlefish: paddlefish
paddler: paddlers
pain: pain,pains
painful: painful
painfully: painfully
paint: paint,painted
painter: painter,painters
painting: paintings
pair: pair,pairs
palace: palace,palaces
palate: palate
pale: pale
palea: palea
palette: palette
pallbearer: pallbearers
pallid: pallid
pallor: pallor
palm: palm,palms
palmistry: palmistry
pamper: pampered
pamphlet: pamphlets
pan: pan
panama: panama
pandora: pandora
pane: panes
panel: panel,panels
paneling: paneling
panels: panels
panoply: panoplies
panther: panthers
panting: panting
pantry: pantry
pants: pants
paper: paper,papers
papua: papua
papuan: papuan,papuans
parade: paraded
paradise: paradise
paragon: paragons
parakeet: parakeet,parakeets
parallel: parallel
paralysis: paralysis
paralyze: paralyzed,paralyzes,paralyzing
paralyzed: paralyzed
paramatta: paramatta
parasitic: parasitic
parasol: parasols
parching: parching
pardon: pardon
parent: parents
paris: paris
parker: parker
parody: parodied
parrot: parrot,parrots
parrotfish: parrotfish
parthenon: parthenon
parthenope: parthenope
participate: participated,participating
particle: particles
partition: partitions
partly: partly
partner: partner
partridge: partridge
party: party
pass: pass,passed,passes,passing
passably: passably
passage: passage,passages
passageway: passageway,passageways
passenger: passenger,passengers
passing: passing
passion: passion,passions
passionate: passionate
pasta: pasta
pastime: pastimes
pastry: pastry
pasture: pasture
patagonia: patagonia
patagonian: patagonian
patch: patch,patched,patches
patent: patent
path: path,paths
patience: patience
patient: patient
patrick: patrick
patriot: patriot
patriotic: patriotic
patronize: patronize,patronizes
patter: patter,pattering
pattern: pattern
paul: paul
pause: paused,pauses,pausing
pave: paved
paw: paws
pay: paid,pay,payed,paying,pays
peace: peace
peaceful: peaceful
peacefully: peacefully
peacock: peacock
peak: peak,peaks
pear: pear
pearl: pearl,pearls
pearly: pearly
pebble: pebbles
peck: pecks
pectinibranchia: pectinibranchia
pectoral: pectoral,pectorals
peculiar: peculiar
peculiarity: peculiarities
pedestal: pedestal,pedestals
peer: peer,peered,peering,peers
peg: pegs
pelican: pelicans
pelt: pelt
pelvic: pelvic
pelvis: pelvises
pen: pen
pencil: pencil
penetrate: penetrate,penetrated,penetrates,penetrating
penguin: penguin
peninsula: peninsula
peninsular: peninsular
pennant: pennant
penny: penny
people: peoples
peppery: peppery
percent: percent
perceptible: perceptible
perception: perception
perch: perch,perched
percha: percha
percival: percival
perdition: perdition
perennial: perennial
perfect: perfect,perfected
perfection: perfection
perfectly: perfectly
perforate: perforate,perforating
perform: perform,performed
performance: performance
perfume: perfumes
perfumed: perfumed
peril: perils
perimeter: perimeter
period: period
periodic: periodic
periodical: periodicals
perish: perish,perished,perishes,perishing
periwinkle: periwinkles
perk: perk
permanent: permanent
permanently: permanently
permeability: permeability
permeate: permeated,permeating
permission: permission
permit: permit,permitted
perpendicular: perpendicular
perpendicularity: perpendicularity
perpendicularly: perpendicularly
perpetual: perpetual
perpetually: perpetually
perplexed: perplexed
perplexing: perplexing
persecute: persecuted
persecutor: persecutor
persia: persia
persian: persian
persist: persisted
persistence: persistence
person: people,person,persons
personal: personal
personality: personality
personally: personally
personification: personification
perspiration: perspiration
perspire: perspire
persuade: persuade,persuading
persuasion: persuasion
pertinent: pertinent
pet: pets
petal: petals
peter: peter,petered
petrel: petrel,petrels
petrification: petrification
petrified: petrified
phaedra: phaedra
phaeton: phaeton
phantasmagoric: phantasmagoric
phantom: phantoms
pharaoh: pharaoh
phase: phase
pheasant: pheasant,pheasants
phenomenal: phenomenal
phenomenon: phenomena,phenomenon
philanthropy: philanthropy
philip: philip
philippe: philippe
philological: philological
philosopher: philosopher,philosophers
philosophical: philosophical
philosophically: philosophically
philosophize: philosophize
phosphate: phosphate
phosphorescence: phosphorescence
phosphorescent: phosphorescent
phosphorous: phosphorous
photograph: photograph,photographed
photographic: photographic
phrase: phrase,phrases
phrasing: phrasing
physalia: physalia
physeter: physeter
physical: physical
physician: physician
physicist: physicist
physics: physics
physiological: physiological
piano: piano
pick: pick,picked,picking,picks
pickle: pickling
picture: picture,pictures
picturesque: picturesque
picturesqueness: picturesqueness
pie: pie
piece: piece,pieces
pier: pier
pierce: pierce,pierced,pierces,piercing
pierre: pierre
pig: pig,pigs
pigeon: pigeon,pigeons
pigment: pigments
pike: pike
pile: pile,piled,piles,piling
pilgrim: pilgrim
pillar: pillars
pillars: pillars
pillow: pillow
pilot: pilot,piloting
pilothouse: pilothouse
pin: pin,pinned
pincer: pincer
pincers: pincers
pinch: pinch
pine: pine,pines
pineapple: pineapples
pinecone: pinecone
pink: pink
pinkish: pinkish
pinnipedia: pinnipedia
pinpoint: pinpoint,pinpointed
pioneer: pioneer
pioneering: pioneering
pious: pious
pipe: pipe,pipes
pipefish: pipefish
piper: pipers
piping: piping
pirate: pirates
pisang: pisang
piston: pistons
pit: pit,pits,pitted
pitch: pitch,pitched,pitching
pitching: pitching
pitiful: pitiful
pitiless: pitiless
pitter: pitter
pity: pity
placate: placate
placid: placid
placidly: placidly
plague: plague,plagued
plaice: plaice
plain: plain,plains
plainly: plainly
plains: plains
plan: plan,planned,plans
plane: plane
planet: planet,planets
plank: planks
planking: planking
plant: plant,planted,plants
plaque: plaque
plaster: plastered
plate: plate,plated,plates
plateau: plateau
plates: plates
platform: platform
plating: plating
platinum: platinum
plato: plato
platter: platter,platters
plausible: plausible
play: play,played,playing
playful: playful
playing: playing
playwright: playwright
plea: plea
plead: pleaded
pleading: pleadings
pleasant: pleasant
pleased: pleased
pleasure: pleasure
pledge: pledge
plenty: plenty
pliers: pliers
pliny: pliny
plot: plot,plots
plow: plow,plowed,plowing
pluck: plucked
plug: plugged
plumage: plumage
plummet: plummet
plump: plump
plumularia: plumularia
plunge: plunge,plunged,plunging
pluto: pluto
plutonic: plutonic
ply: plied,plying
pneumatic: pneumatic
po: po
poacher: poachers
pock: pocked
pocket: pocket,pockets
poe: poe
poem: poem
poet: poet,poets
poetic: poetic
poetically: poetically
poetry: poetry
pointless: pointless
poise: poised
poison: poison,poisoned
poisonous: poisonous
poke: poked,poking
poland: poland
polar: polar
pole: pole,poles
poles: poles
policy: policy
polish: polish,polished
polished: polished
polite: polite
politeness: politeness
political: political
polyp: polyp,polyps
polypary: polyparies,polypary
pompeii: pompeii
ponder: pondered,pondering
ponderously: ponderously
pool: pool
poor: poor,poorer
pop: pop,popped,popping
popular: popular
populate: populate,populated,populating
populated: populated
populous: populous
porcelain: porcelain
porcupine: porcupines
pore: pore,pored,pores
porgy: porgies,porgy
pork: pork
porphyra: porphyra
porphyry: porphyry
porpita: porpita
porpoise: porpoise,porpoises
port: port,ports
portfolio: portfolio
portland: portland
portrait: portrait,portraits
portray: portray,portrayed,portrays
portrayal: portrayal
portugal: portugal
portuguese: portuguese
pose: poses
position: position,positioned,positioning,positions
positive: positive
positively: positively
possess: possess,possessed
possession: possession
possessive: possessive
possibility: possibility
post: post,posted
postal: postal
postpone: postpone
posture: posture,postures
pot: pot
potassium: potassium
potent: potent
potential: potential
potshot: potshots
potter: potter
pouch: pouch,pouches
poultice: poultice
pounce: pounce,pounced
pound: pound,pounding,pounds
pounder: pounder
pour: poured,pouring
powder: powder,powdered
power: power,powers
powerful: powerful
powerfully: powerfully
powerless: powerless
practical: practical
practically: practically
practice: practice,practices
prairie: prairie,prairies
praise: praise,praised
praiseworthy: praiseworthy
prance: prancing
prankster: pranksters
prawn: prawns
pray: pray,praying
prayer: prayer
preamble: preamble
prearrange: prearranged
precaution: precaution,precautions
precious: precious
precise: precise
precisely: precisely
precision: precision
predate: predating
predator: predators
predetermine: predetermined
predicament: predicament
predict: predict,predicted,predicts
predominate: predominated,predominates
prefer: prefer,preferred,prefers
preferable: preferable
preference: preference
pregnant: pregnant
prehistoric: prehistoric
preliminary: preliminary
premature: premature
prematurely: prematurely
premium: premium
preoccupied: preoccupied
preparation: preparations
prepare: prepare,prepared,preparing
prepared: prepared
preposition: preposition
presence: presence
preservation: preservation
preserve: preserve,preserved,preserves,preserving
president: president
press: press,pressed,pressing
pressure: pressure,pressures
presume: presume
pretend: pretended
pretty: pretty
prevail: prevailing
prevent: prevent,prevented
previous: previous
prey: prey
price: price,priced,prices
prickle: prickles
prickly: prickly
pride: pride
prime: prime
primitive: primitive
primo: primo
primordial: primordial
prince: prince
principle: principle
print: print
prior: prior
prism: prism,prisms
prison: prison,prisons
prisoner: prisoner,prisoners
privacy: privacy
private: private
privilege: privilege
privy: privy
prize: prize,prized
pro: pros
probable: probable
probe: probe,probing
proboscis: proboscis
procedure: procedure,procedures
proceed: proceed,proceeded,proceeding
proceeds: proceeds
procellaria: procellaria
process: process,processes
processor: processor
prod: prodded
prodigious: prodigious
prodigiously: prodigiously
prodigy: prodigy
produce: produce,produced,produces,producing
product: products
productive: productive
productively: productively
profane: profane
profess: professed
profession: profession
professional: professional
professor: professor
professorial: professorial
profile: profile
profit: profit,profits
profound: profound
profoundly: profoundly
profusion: profusion
program: program
progress: progress
progression: progression
progressive: progressive
progressively: progressively
project: project,projects
projectile: projectile
proliferate: proliferating
prolong: prolonged
prominence: prominence
prominent: prominent
prominently: prominently
promise: promise,promised,promises,promising
promising: promising
promontory: promontory
promote: promote
prompt: prompted
promptness: promptness
prone: prone
pronged: pronged
pronounce: pronounce,pronounced,pronouncing
pronounced: pronounced
proof: proof
prop: propped
propagate: propagating
propagation: propagation
propel: propel,propelled
propeller: propeller,propellers
proper: proper
properly: properly
property: properties,property
proportion: proportion,proportioned,proportions
proportionate: proportionate
propose: propose,proposed
proposition: proposition
pros: pros
prospect: prospect
protect: protect,protected,protects
protection: protection
protectorate: protectorate
protein: protein
protest: protest
protestant: protestants
proteus: proteus
prototype: prototype
protract: protracted
protrude: protrude,protrudes,protruding
protrusion: protrusion
protuberance: protuberances
protuberant: protuberant
prove: prove,proved,proven,proves,proving
provence: provence
provide: provide,providing
province: province,provinces
provision: provision,provisions
proviso: proviso
provoke: provoke,provoked,provoking
prow: prow
proximity: proximity
prudent: prudent
prussia: prussia
pry: prying
psychic: psychic
pteropod: pteropods
ptolemy: ptolemy
public: public
publish: published
publisher: publisher
pucker: puckering
pudding: pudding
puff: puff
puffer: puffers
puffin: puffins
pull: pull,pulled,pulling,pulls
pulley: pulleys
pulp: pulp,pulps
pulsation: pulsations
pulse: pulse
pulverize: pulverize
pumice: pumice
pump: pump,pumps
punch: punch
punctilious: punctilious
puncture: puncture,punctured,punctures
punish: punished
punishment: punishment
puny: puny
pupil: pupils
purchase: purchase,purchased
pure: pure
purely: purely
purgative: purgative
purge: purge,purged
purification: purification
purple: purple
purplish: purplish
purpose: purpose,purposes
pursed: pursed
pursue: pursue,pursued,pursuing
pursuit: pursuit,pursuits
push: push,pushed,pushing
putty: puttied
puzzle: puzzled
puzzled: puzzled
pyramid: pyramid,pyramids
pyrenees: pyrenees
quadrangle: quadrangle
quadrangular: quadrangular
quadrilateral: quadrilateral
quadruped: quadruped,quadrupeds
quake: quaked
qualify: qualify
quality: qualities,quality
quantity: quantities,quantity
quarrel: quarreled
quart: quart
quarter: quarter,quartered,quarters
quartet: quartet
quarto: quarto
quartz: quartz
quash: quashed
queasiness: queasiness
quebec: quebec
queen: queen
query: queried
quest: quest
question: question,questioned,questioning,questions
questionable: questionable
quick: quick,quicker
quickness: quickness
quicksand: quicksand
quicksilver: quicksilver
quiet: quiet
quietus: quietus
quill: quill,quills
quintillion: quintillion
quinto: quinto
quit: quit
quiver: quivered,quivering
quote: quote,quoted
quotient: quotient
rabbit: rabbit
rabbitfish: rabbitfish
rabelais: rabelais
rabelaisian: rabelaisian
race: race,raced,races,racing
racer: racers
racing: racing
radiance: radiance
radiant: radiant
radiate: radiated,radiating
radiation: radiation
radius: radius
rag: rags
rage: rage,raging
ragged: ragged
rail: rail
railing: railing,railings
railroad: railroad
railway: railways
rain: rain,raining,rains
rainbow: rainbow
rainfall: rainfall
rainy: rainy
raise: raise,raised,raises,raising
raja: rajahs
rally: rallied
ram: ram,rammed,rams
ramble: rambled
ramming: ramming
rampage: rampaging
ramrod: ramrod
rancorous: rancorous
rand: rand
random: random
range: range,ranging
rank: rank,ranked,ranks
ransack: ransack
rant: ranted
raphael: raphael
rare: rare,rarest
rarely: rarely
rarity: rarities,rarity
ras: ras
rascal: rascal
rash: rash
rat: rat
rate: rate,rates
rating: rating
ratio: ratio
ration: ration
rattle: rattle,rattling
raucously: raucously
ravage: ravage
raw: raw
ray: ray,rays
rays: rays
reach: reach,reached,reaches,reaching
reaction: reaction
read: read,reading
readable: readable
reader: reader
readiness: readiness
reading: reading,readings
readjust: readjusted
ready: ready
real: real
realism: realism
reality: realities,reality
realize: realize,realized
realm: realm
reap: reaps
reappear: reappear,reappeared
reappearance: reappearance
rear: rear,reared,rearing
reason: reason,reasoned,reasons
reasonable: reasonable
reassure: reassure,reassured
rebel: rebel,rebelled,rebels
rebellion: rebellion
rebuild: rebuilt
rebuke: rebuked
recalcitrant: recalcitrant
recall: recall,recalled
recapture: recaptured
recede: recede,receding
receive: receive,received,receives
receptacle: receptacles
reception: reception
recipient: recipient
recite: reciting
reckless: reckless
recklessly: recklessly
recklessness: recklessness
reckon: reckoning
reckoning: reckoning,reckonings
reclusiveness: reclusiveness
recognize: recognize,recognized,recognizes
recoil: recoil,recoiled
recollection: recollection
recommend: recommend,recommended
recommendation: recommendation
reconcile: reconcile,reconciled
reconstruct: reconstruct
record: record,recorded
recover: recover,recovered,recovering
recruit: recruit
recur: recurring
red: red,reds
redden: reddened
reddish: reddish
redemption: redemption
redheaded: redheaded
redo: redid
reduce: reduce,reduced
reduction: reduction
reed: reed
reef: reef,reefs
reek: reeking
reel: reel,reeling
reenact: reenacted
reenter: reenter,reentered,reentering
reexamination: reexamination
refer: referred,referring
refine: refined
refined: refined
refining: refining
reflect: reflect,reflected,reflecting
reflection: reflection,reflections
reflector: reflector
refract: refracted
refraction: refraction
refrain: refrain,refrained
refresh: refreshed,refreshing
refuge: refuge
refuse: refuse,refused
refute: refuted
regain: regain,regained
regard: regard,regarded
regeneration: regeneration
regime: regime
regiment: regiment
region: region,regions
register: register
regret: regret,regrets,regretted
regrettable: regrettable
regular: regular
regularity: regularity
regularly: regularly
regulate: regulated
regulation: regulation,regulations
regulator: regulators
reign: reign,reigned,reigning,reigns
rein: rein
reincarnation: reincarnation
reinforce: reinforced
reinstate: reinstated
reject: rejected,rejecting
rejoin: rejoin,rejoined,rejoining
rekindle: rekindled
relate: relate,relates
relation: relation,relations
relationship: relationship
relative: relative,relatives
relay: relayed
release: release,released,releasing
relegate: relegated,relegating
relentlessly: relentlessly
relevance: relevance
relevant: relevant
reliability: reliability
reliable: reliable
relic: relics
relief: relief
relieve: relieved,relieving
religious: religious
relinquish: relinquish
relish: relish
relive: relive,reliving
relocate: relocate
reluctant: reluctant
rely: rely,relying
remain: remain,remained,remaining,remains
remains: remains
remark: remark,remarked,remarks
remarkable: remarkable
remember: remember,remembered
remind: remind,reminded,reminding
remiss: remiss
remnant: remnants
remora: remora,remoras
remorse: remorse
remote: remote
remotely: remotely
remove: remove,removed,removing
renaissance: renaissance
rename: renaming
render: render,rendered
rendering: rendering
renegade: renegade
renew: renew,renewed,renewing
renounce: renounced
renowned: renowned
reopen: reopen,reopened
repair: repair,repaired,repairs
repay: repay
repeat: repeat,repeated,repeating
repeatedly: repeatedly
repent: repent
repentance: repentance
replace: replace,replaced
replenish: replenish,replenished
reply: replied,replies,reply,replying
report: report,reported,reports
reposition: repositioned
reprehensible: reprehensible
represent: represent,represented
representative: representative,representatives
reprint: reprinted
reprisal: reprisals
reproduce: reproduce,reproduces
reproduction: reproduction
reptile: reptile,reptiles
republic: republic
repulse: repulsing
repulsive: repulsive
reputation: reputation,reputations
reputedly: reputedly
request: request
requiem: requiem
requin: requin
require: required
requirement: requirement
requisite: requisite
reread: reread,rereading
rescue: rescue,rescued
resemble: resemble,resembled,resembling
resent: resented
resentment: resentment
reservation: reservations
reserve: reserve,reserves
reside: reside,resided
residence: residence
resident: resident,residents
residue: residue
resign: resign,resigned
resignation: resignation
resin: resin
resist: resist,resisting,resists
resistance: resistance
resistant: resistant
resisting: resisting
resolutely: resolutely
resolve: resolve
resonant: resonant
resonantly: resonantly
resonate: resonating
resort: resort,resorted
resound: resounded
resource: resource,resources
respect: respect
respectable: respectable
respectful: respectful
respiratory: respiratory
respond: respond
responsibility: responsibility
responsible: responsible
rest: rest,rested,resting,rests
restaurant: restaurant
resting: resting
restore: restore,restored,restoring
restrict: restrict,restricting
resubmerge: resubmerged
result: result
resume: resume,resumed,resumes
resurrect: resurrected
resurrection: resurrection
retaliation: retaliation
reticular: reticular
retina: retina
retire: retire
retrace: retracing
retract: retracted
retreat: retreat,retreated,retreating
retrieve: retrieve,retrieved
return: return,returned,returning,returns
reveal: reveal,revealed,reveals
revenge: revenge,revenged
reverberate: reverberated,reverberating
reverently: reverently
reverie: reverie
reverse: reverse,reversing
revert: reverted
review: review,reviewed,reviewing
revive: revive,revived,reviving
revolution: revolution,revolutions
revolutionary: revolutionary
revolving: revolving
revulsion: revulsion
reward: rewards
rewarding: rewarding
rework: reworked
rewrite: rewriting
rhine: rhine
rhinoceros: rhinoceroses
rhizostome: rhizostome
rhodes: rhodes
rhodymenia: rhodymenia
rhomboid: rhomboid
rhumb: rhumb
rib: ribs
ribald: ribald
ribbon: ribbon,ribbons
riblike: riblike
rich: rich,richest
richard: richard
richly: richly
ricochet: ricochet,ricocheted
rid: rid
riddle: riddled
riddled: riddled
ride: ride,rides,riding,rode
rider: rider,riders
ridge: ridge,ridges
ridicule: ridiculed
ridiculous: ridiculous
ridiculously: ridiculously
rifle: rifle,rifles
rift: rift
rig: rigged
rigging: rigging
rightfully: rightfully
rigid: rigid
rigidity: rigidity
rigorous: rigorous
rigorously: rigorously
riled: riled
rim: rim
rima: rima
ringdove: ringdove,ringdoves
rio: rio
riot: riot
rip: rip,ripped,ripping
ripe: ripe
ripen: ripening,ripens
ripple: rippled,ripples
rise: rise,risen,rises,rising,rose
risk: risk,risked,risks
ritual: ritual
rival: rival,rivaled,rivaling
river: river,rivers
rivet: riveted,rivets
road: road,roads
roam: roam
roar: roar,roaring,roars
roast: roast
roasted: roasted
rob: robbed
robber: robber
robert: robert
robin: robins
robust: robust
rock: rock,rocked,rocking,rocks
rocking: rocking
rocky: rockier,rocky
rod: rod,rods
rogue: rogues
roguedom: roguedom
role: role,roles
roll: roll,rolled,rolling,rolls
rolling: rolling
roman: roman,romans
rome: rome
roof: roof,roofs
roost: roosting
root: root,rooted,roots
rope: rope,ropes
roque: roque
rorqual: rorqual
rose: rose
rosetangle: rosetangle
rosewood: rosewood
ross: ross
rot: rots,rotted,rotting
rotation: rotation
rotational: rotational
roti: roti
rotten: rotten
rough: rough
roughly: roughly
roughness: roughness
rounded: rounded
rouse: rouse
route: route
routine: routine
rove: roving
row: rowed,rows
rower: rowers
rowing: rowing
rowlock: rowlocks
royal: royal
rub: rubbed,rubbing
rubber: rubber
rubble: rubble
rubens: rubens
ruby: ruby
rudder: rudder
rudderfish: rudderfish
ruddy: ruddy
rudimentary: rudimentary
rugged: rugged
ruin: ruin,ruined,ruining,ruins
rule: rule
ruler: rulers
rumble: rumble
rumbling: rumblings
rumor: rumors
runaway: runaway
running: running
rupture: rupture
rush: rush,rushed,rushing
russet: russet
russia: russia
russian: russian
rust: rust
rusting: rusting
ruthless: ruthless
saber: saber
sabrina: sabrina
sack: sack
sacred: sacred
sacrifice: sacrifice,sacrificed,sacrifices,sacrificing
sad: sad
sadden: saddened
saddle: saddle
sadly: sadly
sadness: sadness
safe: safe,safer
safeguard: safeguard
safely: safely
safety: safety
sagely: sagely
sago: sago
sail: sail,sailed,sails
sailboat: sailboats
sailfish: sailfish
sailing: sailing
sailmaker: sailmaker
sailor: sailor,sailors
saint: saint
sainte: sainte
sake: sake
salamander: salamanders
saline: saline
salinity: salinity
salmon: salmon
salp: salps
salt: salt,salts
saltpeter: saltpeter
saltwater: saltwater
salty: saltier,salty
salute: salute,salutes
salvation: salvation
samoa: samoa
samphire: samphire
sample: sample,sampled,samples
san: san
sanctuary: sanctuaries
sand: sand,sands
sandbank: sandbanks
sandy: sandy
sanitize: sanitize
sanity: sanity
santa: santa
sap: sap
sapphire: sapphire,sapphires
sarcasm: sarcasm
sarcastic: sarcastic
sarcastically: sarcastically
sardine: sardines
sargasso: sargasso
satellite: satellite,satellites
satirical: satirical
satisfaction: satisfaction
satisfactory: satisfactory
satisfied: satisfied
satisfy: satisfied,satisfy
saturate: saturate,saturated,saturates,saturating
saturation: saturation
saturn: saturn
saunter: saunter
saurian: saurians
savage: savage,savages
save: save,saved,saves
savings: savings
savor: savoring
sawfish: sawfish
saxifrage: saxifrage
saxon: saxon
saxony: saxony
scale: scale,scaled,scales,scaling
scallop: scallops
scaly: scaly
scamper: scampered
scan: scan,scanned
scarce: scarce,scarcer
scarcely: scarcely
scare: scare,scared
scarlet: scarlet
scatter: scattered
scattered: scattered
scene: scene,scenes
scenery: scenery
scenic: scenic
scent: scent,scented,scents
schedule: schedule
scheme: scheme,schemes
scholar: scholars
scholarly: scholarly
school: school,schools
schooner: schooner,schooners
sci: sci
science: science
sciences: sciences
scientific: scientific
scientist: scientist,scientists
scleroderma: scleroderma
scomber: scomber
scoot: scooted
scope: scope
score: score,scored
scorn: scorn,scorning
scorpion: scorpion,scorpions
scorpionfish: scorpionfish
scotia: scotia
scotland: scotland
scott: scott
scottish: scottish
scour: scour,scoured,scouring
scourge: scourge
scramble: scrambles
scrap: scrap
scrape: scraped
scrapings: scrapings
scrawl: scrawl,scrawled,scrawling
screech: screeching
screen: screened
screw: screw,screwed,screwing
script: script
scrollwork: scrollwork
scruff: scruff
scrupulous: scrupulous
scrutinize: scrutinize,scrutinized
scud: scudded
scull: sculls
scullery: scullery
sculling: sculling
sculpt: sculpted
scum: scum
scuttle: scuttled
sea: sea,seas
seafare: seafaring
seafarer: seafarer
seafaring: seafaring
seafloor: seafloor
seagoing: seagoing
seahorse: seahorse
seal: seal,sealed,sealing,seals
sealskin: sealskin
seaman: seaman,seamen
seamen: seamen
seamless: seamless
seaport: seaports
search: search,searched,searching
seas: seas
seascape: seascapes
seashell: seashell,seashells
season: season,seasoned
seasoned: seasoned
seat: seat,seated,seats
seated: seated
seawater: seawater
seaweed: seaweed
