abandon: abandon,abandoned,abandoning
surpass: surpass,surpassed
surprise: surprise,surprised,surprising
surprised: surprised
surprising: surprising
surround: surrounded,surrounding
surroundings: surroundings
survive: surviving
susan: susan
suspect: suspect,suspected,suspecting
suspicion: suspicion,suspicions
suspicious: suspicious
sustain: sustain,sustained
swallow: swallow,swallowed
swan: swan
sway: sway
swear: swore,sworn
sweep: sweep
sweeper: sweeper
sweet: sweet,sweetest,sweets
sweetly: sweetly
sweetness: sweetness
swell: swell,swelled,swelling,swollen
swelling: swelling
swiftly: swiftly
swing: swing
swinging: swinging
switch: switches
switzerland: switzerland
swollen: swollen
swoon: swoon,swooned
syllable: syllable
sympathise: sympathise
sympathize: sympathizing
sympathy: sympathy
symptom: symptom,symptoms
syringe: syringe
table: table,tables
tact: tact
tail: tail,tailed,tails
tale: tale,tales
talent: talent
talk: talk,talked,talking
tall: tall
tallow: tallow
tamely: tamely
tantalizing: tantalizing
tap: tap,tapping
taper: taper
tapered: tapered
task: task
taste: taste,tasted,tastes,tasting
tat: tat
tax: taxed
tea: tea
teach: taught,teach,teaching
teacher: teacher
teaching: teaching,teachings
tear: tear,tears,tore,torn
tearful: tearful
teaser: teaser
teat: teat
tedious: tedious
tel: tel
telling: telling
temper: temper
temperament: temperament
temperature: temperature
temple: temple,temples
temporary: temporary
temporizing: temporizing
tempt: tempt,tempted,tempting
temptation: temptation
tempting: tempting
tenaciously: tenaciously
tenacity: tenacity
tenant: tenant
tenantry: tenantry
tend: tend,tended,tending
tendency: tendencies,tendency
tender: tender
tenderly: tenderly
tenderness: tenderness
tenour: tenour
tension: tension
tentative: tentative
tenth: tenth
term: terms
terminate: terminated
termination: termination
terrible: terrible
terribly: terribly
testicle: testicles
testimonial: testimonials
texture: texture
theme: theme
theory: theory
therefrom: therefrom
thereon: thereon
thicken: thicken
thickening: thickening
thickly: thickly
thickness: thickness
thigh: thigh,thighs
thinking: thinking
thirst: thirst
thirteen: thirteen
thirteenth: thirteenth
thirtieth: thirtieth
thomas: thomas
thoughtful: thoughtful
thoughtlessness: thoughtlessness
threaten: threatened,threatening
thrice: thrice
throat: throat
throb: throb,throbbed,throbbing,throbs
throbbing: throbbing
throe: throes
throw: threw,throw,throwing,thrown
thrust: thrust,thrusting,thrusts
thrusting: thrustings
thumb: thumb
thunder: thunder
thunderstruck: thunderstruck
thursday: thursday
thy: thy
thyself: thyself
tiber: tiber
tickle: tickle,tickled,tickles,tickling
tickling: tickling
tie: tie,tied,ties,tying
tight: tight,tighter,tightest
tighten: tightened,tightening
tightly: tightly
tightness: tightness
tilt: tilted
time: time,times
times: times
timid: timid
timidly: timidly
tinge: tinged
tinted: tinted
tiny: tiniest,tiny
tire: tire
tired: tired
tiresome: tiresome
titian: titian
titillate: titillate,titillating
titillation: titillation,titillations
toast: toast
toddle: toddling
toddy: toddy
toe: toe,toes
toilet: toilet,toilets
toilette: toilette
tolerably: tolerably
tomorrow: tomorrow
tone: tone
tong: tongs
tongue: tongue,tongued,tongues,tonguing
tonight: tonight
tool: tool
tooth: teeth
toothsome: toothsome
torment: torment,tormenting
torrent: torrent,torrents
torture: tortures
toss: toss,tossed
totally: totally
touch: touch,touched,touches,touching
toucher: toucher
tour: tour
tours: tours
towel: towel,towels
tower: tower
town: town,towns
toy: toyed,toying
trace: trace,traced,traces
tradition: tradition,traditions
traitor: traitor
trance: trance
tranquil: tranquil
transfer: transferred,transferring
transition: transition
translation: translation,translations
transparent: transparent
transport: transport,transports
trap: trap
travel: travel,travelled,travelling
travelling: travelling
traverse: traversed
tread: tread
treason: treason
treasure: treasure
treat: treat,treated
treatment: treatment
trebly: trebly
tree: tree,trees
tremble: tremble,trembled,trembling
tremblingly: tremblingly
tremendous: tremendous
tremendously: tremendously
tress: tresses
trial: trial
triangle: triangle
tribade: tribades
tribadic: tribadic
tribadism: tribadism
tribute: tribute,tributes
trice: trice
trick: tricks
trickle: trickling
trifling: trifling
trim: trimmed
trip: trip
triumph: triumph
trouble: trouble,troubled,troubles
troubled: troubled
troublesome: troublesome
trough: trough
trousers: trousers
trout: trout
trouvaille: trouvaille
true: true
trump: trump
trust: trust,trusted
trustee: trustee
truth: truth
tu: tu
tub: tub
tuck: tuck,tucked
tuesday: tuesday
tuft: tuft
tuition: tuition
tumble: tumble,tumbled
tumbler: tumbler,tumblers
tumultuous: tumultuous
tutor: tutor
tutorship: tutorship
twelfth: twelfth
twig: twigs
twine: twined,twining
twinge: twinge
twist: twisted,twisting
twisting: twistings
twitch: twitch,twitches
twitching: twitching
tyro: tyro
ulterior: ulterior
ultimate: ultimate
ultra: ultra
unable: unable
unadorned: unadorned
unalloyed: unalloyed
unassuming: unassuming
unaware: unaware
unbearable: unbearable
unbolt: unbolt,unbolted
unbounded: unbounded
unbraid: unbraided
unbridled: unbridled
unbroken: unbroken
unbutton: unbutton,unbuttoned,unbuttoning
unbuttoned: unbuttoned
uncastrated: uncastrated
uncertainty: uncertainties
uncle: uncle
unclench: unclenched
unclose: unclose
uncomfortable: uncomfortable
uncommon: uncommon
uncommonly: uncommonly
unconcernedly: unconcernedly
unconscious: unconscious
unconsciously: unconsciously
unconsciousness: unconsciousness
uncontrollable: uncontrollable
uncover: uncovered,uncovering
unction: unction
unctuous: unctuous
undeceive: undeceive,undeceived
undeceived: undeceived
underfoot: underfoot
undergarment: undergarments
undergo: undergo,undergoing,undergone
underline: underlining
underside: underside
undersized: undersized
understand: understand,understands,understood
understanding: understanding
underswell: underswell
undertake: undertake,undertaken,undertaking,undertook
undertone: undertone
undisguised: undisguised
undo: undid,undone
undoubted: undoubted
undoubtedly: undoubtedly
undress: undress,undressed,undressing
undressed: undressed
undressing: undressing
undulate: undulating
unearthly: unearthly
uneasiness: uneasiness
uneasy: uneasy
unexpected: unexpected
unexpectedly: unexpectedly
unfailing: unfailing
unfair: unfair
unfaithful: unfaithful
unfasten: unfasten,unfastened
unfinished: unfinished
unfit: unfit
unfledged: unfledged
unfold: unfolded
unforeseen: unforeseen
unfortunate: unfortunate
ungovernable: ungovernable
ungrateful: ungrateful
unhappy: unhappy
unheard: unheard
unhood: unhood,unhooding
unhooding: unhooding
unhorse: unhorsed
uniform: uniform
unimpassioned: unimpassioned
uninterrupted: uninterrupted
uninterruptedly: uninterruptedly
union: union
unique: unique
unison: unison
unite: united
united: united
universal: universal
university: universities,university
unjust: unjust
unkind: unkind
unknown: unknown
unlock: unlock,unlocked,unlocking
unmercifully: unmercifully
unmistakable: unmistakable
unnatural: unnatural
unnoticed: unnoticed
unobserved: unobserved
unoccupied: unoccupied
unpleasant: unpleasant
unprepared: unprepared
unreservedly: unreservedly
unruly: unruly
unsatisfactory: unsatisfactory
unsatisfied: unsatisfied
unsatisfying: unsatisfying
unscrew: unscrewed
unseat: unseated,unseating
unsheathe: unsheathed,unsheathing
unshuttered: unshuttered
unspeakable: unspeakable
unsuspected: unsuspected
untenanted: untenanted
untiring: untiring
untouched: untouched
untrammelled: untrammelled
untrue: untrue
unusual: unusual
unusually: unusually
unutterable: unutterable
unutterably: unutterably
unwarrantable: unwarrantable
unwearied: unwearied
unwell: unwell
unwilling: unwilling
unwillingly: unwillingly
unworthiness: unworthiness
unworthy: unworthy
upbraid: upbraid,upbraiding
upbringing: upbringing
upheave: upheaving
upheaving: upheaving
upper: upper
upraise: upraised
upright: upright
uprightness: uprightness
uprising: uprising
upstairs: upstairs
upstanding: upstanding
upward: upward
urethra: urethra
urethral: urethral
urge: urged,urging
urgency: urgency
urgent: urgent
urgently: urgently
urine: urine
usage: usages
useless: useless
user: users
usher: usher,ushered
usual: usual
utility: utility
utmost: utmost
utter: utter,uttered,uttering
utterance: utterance
utterly: utterly
vacancy: vacancy
vacant: vacant
vacate: vacated
vacation: vacation,vacations
vagina: vagina,vaginas
vague: vague
vain: vain
vale: vale
valet: valet
valley: valley
vanish: vanished
vanity: vanity
varied: varied
variety: variety
vary: varied,vary,varying
vase: vase,vases
vast: vast
vastly: vastly
vedette: vedette
veil: veil
vein: veins
velvet: velvet
velvety: velvety
venerable: venerable
venereal: venereal
veneris: veneris
venery: venery
vengeance: vengeance
venice: venice
vent: vent
venture: venture,ventured
venue: venue
venus: venus
verify: verifying
veritable: veritable
vermilion: vermilion
vervain: vervain
vessel: vessel,vessels
viand: viands
vice: vice
victorian: victorian
victory: victory
view: view,viewed,views
vigorous: vigorous
vigorously: vigorously
vigour: vigour
village: village
villain: villain
vincent: vincent
vinery: vinery
violate: violate,violated,violating
violation: violation
violence: violence
violent: violent
violently: violently
violet: violet
virgin: virgin,virgins
virginal: virginal
virginity: virginities,virginity
virile: virile
virility: virility
virtue: virtue
virtuous: virtuous
virulent: virulent
visible: visible
visibly: visibly
vision: vision,visions
visit: visit,visiting,visits
visitor: visitor,visitors
vista: vista
vivacity: vivacity
vivid: vivid
vividly: vividly
vocabulary: vocabulary
voice: voice,voices
void: void,voided,voiding
volubility: volubility
volume: volume
voluptuary: voluptuary
voluptuous: voluptuous
voluptuously: voluptuously
voluptuousness: voluptuousness
voracious: voracious
voraciously: voraciously
votary: votaries,votary
vow: vowing,vows
voyage: voyage
vulgar: vulgar
vulva: vulva
wages: wages
wagon: wagons
waist: waist
waistcoat: waistcoat
wait: wait,waited,waiting
waiter: waiter,waiters
waiting: waiting
wake: wake,waking,woke
waken: waken
wales: wales
walk: walk,walked,walking,walks
wall: walls
waltz: waltzed
wander: wander,wandered,wandering
wane: wane
wanton: wanton
wantonly: wantonly
wantonness: wantonness
war: war
wardrobe: wardrobe,wardrobes
ware: ware
warm: warm,warmer,warmest,warming
warmly: warmly
warmth: warmth
warn: warned,warning
warrant: warrant,warrants
wash: wash,washed,washing
waste: waste,wasted
watch: watch,watched,watching
watcher: watcher
water: water,waters
watery: watery
wave: waved,waving
weak: weaker
weaken: weakened,weakens
weakness: weakness
weal: weals
weald: weald
wealth: wealth
wealthy: wealthy
wean: weaned
weapon: weapon
wear: wear,wearing,wore,worn
wearied: wearied
weary: weary
weather: weather
wedding: wedding
week: week,weeks
weep: weep,weeping,wept
weight: weight
welsh: welsh
west: west
western: western
westward: westward
wet: wet,wetted,wetting
wetness: wetness
whack: whack,whacking
wheel: wheel,wheels
whereon: whereon
whip: whip,whipped,whipping
whipping: whipping,whippings
whipt: whipt
whiskey: whiskey
whisper: whisper,whispered
whistle: whistle,whistled
white: white,whiter
whiteness: whiteness
whomsoever: whomsoever
wicked: wicked
wide: wide,wider
widen: widened,widening
widened: widened
widow: widow,widowed
widowhood: widowhood
wield: wield,wielding
wife: wife,wives
wild: wild
wildest: wildest
wildly: wildly
wilful: wilful
wilfully: wilfully
willingly: willingly
willingness: willingness
wily: wily
win: win,winning
wince: wince,winced
wind: wind,wound
window: window,windows
wine: wine,wines
wing: wing
wink: wink,winked
winner: winner
winter: winter,winters
wipe: wipe,wiped
wisdom: wisdom
wise: wise,wisest
wisely: wisely
wishful: wishful
wit: wit
withdraw: withdraw,withdrawing,withdrawn,withdraws,withdrew
withdrawal: withdrawal
withhold: withheld
witness: witness,witnessed,witnesses,witnessing
witty: witty
woe: woe
wolf: wolf
woman: woman,women
womanhood: womanhood
womanly: womanly
womb: womb
wonderful: wonderful
wonderfully: wonderfully
wondrous: wondrous
wondrously: wondrously
wonted: wonted
wood: wood,woods
woollen: woollen
word: word
worldling: worldlings
worldly: worldly
worm: worm,wormed
worn: worn
worship: worship,worshiped,worshipped,worshipping
worshipper: worshipper
worst: worsted
worth: worth
worthily: worthily
worthy: worthy
wouldst: wouldst
wound: wounded
wrap: wrapped,wrapping
wrapper: wrappers
wrapt: wrapt
wrestler: wrestlers
wriggle: wriggle,wriggled,wriggles,wriggling
wrinkle: wrinkle,wrinkled
wrist: wrist
write: write,writing,written,wrote
writer: writers
writhe: writhe,writhed
writing: writing
written: written
wrong: wrong
wrongdoer: wrongdoers
yankee: yankee
yard: yard,yards
yell: yell
yesterday: yesterday
yield: yield,yielded,yielding
youngster: youngster
youth: youth,youths
youthful: youthful
zest: zest
zigzag: zigzag
zoo: zoo
