abandon: abandon,abandons
peculiar: peculiar
peculiarity: peculiarities,peculiarity
peculiarly: peculiarly
pecuniary: pecuniary
pedant: pedant
peer: peers
pelasgi: pelasgi
pelasgian: pelasgian
pelasgic: pelasgic
pelean: pelean
peleus: peleus
pelias: pelias
pelides: pelides
peloponnesian: peloponnesian
pelops: pelops
pen: pen,pent
pendant: pendant,pendants
pendulous: pendulous
penetrable: penetrable
penitence: penitence
pennyworth: pennyworth
pension: pension
pensive: pensive
peopled: peopled
perceive: perceive,perceived,perceives
perceived: perceived
perch: perch
perchance: perchance
peremptorily: peremptorily
perfect: perfect,perfected
perfection: perfection
perfectly: perfectly
perfidious: perfidious
perform: perform,performed,performing,performs
performance: performance,performances
perfume: perfume,perfumes
perfumed: perfumed
peril: peril,perils
perilous: perilous
period: period,periods
periodic: periodic
periphrasis: periphrasis
perish: perish,perished
perjure: perjured
perjured: perjured
perjury: perjuries,perjury
permanent: permanent
permission: permission
permit: permit,permits,permitted,permitting
pernicious: pernicious
perpetual: perpetual
perpetually: perpetually
perplex: perplexed
persecutor: persecutor
perseus: perseus
persevere: persevering
persian: persian
persis: persis
persist: persist,persists
person: people,person,persons
personage: personages
personal: personal
personality: personality
personify: personified
perspicuity: perspicuity
perspicuous: perspicuous
persuade: persuade,persuaded,persuades,persuading
persuasion: persuasion
persuasive: persuasive
pertinacious: pertinacious
perusal: perusal
peruse: perusing
pervade: pervading
pervading: pervading
pest: pest
pestilence: pestilence,pestilences
petition: petition
phalanx: phalanx
phantom: phantom
pharmacy: pharmacy
phenomenon: phenomenon
philip: philip
philoctetes: philoctetes
philological: philological
philosophical: philosophical
philosophy: philosophy
phocian: phocian
phoebe: phoebe
phrase: phrase,phrases
phraseology: phraseology
phrygia: phrygia
phrygian: phrygian
physical: physical
physician: physician
picture: picture,pictures
picturesque: picturesque
piece: piece,piecing
pierce: pierce,pierced,pierces,piercing
pierced: pierced
pig: pig
pigmy: pigmy
pile: pile,piled,piles
pilgrimage: pilgrimages
pillage: pillage,pillaged
pillager: pillager
pillar: pillar,pillars
pilot: pilot,pilots
pine: pine,pines
pinion: pinion,pinions
pinnace: pinnace
pinnacle: pinnacles
piny: piny
pious: pious
pipe: pipe,piping
piratical: piratical
pitch: pitch
pitchy: pitchy
pittance: pittance
pity: pity,pitying
plague: plague,plagued,plagues
plain: plain,plainer,plains
plainly: plainly
plainness: plainness
plaint: plaints
plaintive: plaintive
plaited: plaited
plan: plan,plans
plane: plane
planet: planet,planets
plank: plank,planks
plant: plant,planted,plants
plate: plate,plated,plates
platea: platea
plato: plato
platoon: platoon
plausibly: plausibly
play: play,played,plays
plead: plead,pleaded,pleads
pleased: pleased
pleasing: pleasing
pleasure: pleasure,pleasures
plebeian: plebeian
pledge: pledge,pledged
pleiads: pleiads
plenteous: plenteous
plentiful: plentiful
plenty: plenty
pleon: pleon
pleuron: pleuron
pliant: pliant
plight: plight,plighted,plights
pliny: pliny
plough: plough,ploughs
ploughmen: ploughmen
ploughshare: ploughshare
plumage: plumage
plume: plume,plumes
plumed: plumed
plumy: plumy
plunder: plunder
plunderer: plunderer
plunge: plunge,plunged,plunges,plunging
pluralist: pluralist
plurality: plurality
plutarch: plutarch
pluto: pluto
ply: plied,plies,ply
podalirius: podalirius
podarge: podarge
podargus: podargus
poem: poem,poems
poet: poet,poets
poetaster: poetasters
poetic: poetic,poetics
poetical: poetical
poetry: poetry
pointless: pointless
poise: poise,poised,poises
poison: poison,poisons
poisonous: poisonous
polar: polar
pole: pole,poles
polish: polish,polishing
polished: polished
polite: polite
political: political
polloi: polloi
pollute: pollute,polluted
pollution: pollution
pollux: pollux
polygamy: polygamy
polyphemus: polyphemus
polypus: polypus
pomp: pomp
pompous: pompous
ponder: pondering,ponders
ponderous: ponderous
poniard: poniard
pont: pont
poop: poop
poor: poor
pope: pope
poplar: poplar,poplars
poppy: poppies
populace: populace
popular: popular
popularity: popularity
popularly: popularly
populous: populous
porch: porch,porches
pore: pore,pores
porker: porker
port: port,ports
portal: portal,portals
portent: portent,portents
portentous: portentous
portion: portion,portions
position: position
positive: positive
possess: possess,possessed
possession: possession,possessions
possibility: possibility
post: post,posted,posts
posterity: posterity
postponement: postponement
posture: posture
pound: pound,pounded
pour: pour,poured,pouring,pours
poverty: poverty
power: power,powers
powerful: powerful
powerfully: powerfully
practically: practically
practice: practice
practise: practise,practised
praise: praise,praised,praises,praising
pramnian: pramnian
pray: pray,prayed,prays
prayer: prayer,prayers
precede: precede,preceded,precedes,preceding
precept: precept,precepts
preceptor: preceptor
precious: precious
precipice: precipice
precipitate: precipitate,precipitates
predestined: predestined
predominant: predominant
preeminent: preeminent
preface: preface
prefer: prefer,preferred,preferring,prefers
pregnant: pregnant
prejudice: prejudice,prejudices
prejudiced: prejudiced
prelude: prelude
prepare: prepare,prepared,prepares,preparing
prepared: prepared
prerogative: prerogative
presage: presage,presaging
prescribe: prescribed
presence: presence
preservation: preservation
preserve: preserve,preserved,preserves,preserving
preserver: preserver
preside: preside,presides,presiding
press: press,pressed,presses,pressing
prest: prest
presume: presume,presumes,presuming
presumptuous: presumptuous
pretend: pretend,pretending
pretension: pretension,pretensions
pretext: pretext
pretty: pretty
prevail: prevail,prevailed,prevailing,prevails
prevalence: prevalence
prevent: prevent,prevented,preventing,prevents
previous: previous
prey: prey,preys
priam: priam
price: price
pride: pride
priest: priest,priests
priestess: priestess
priestly: priestly
priests: priests
primary: primary
prime: prime
primi: primi
primitive: primitive
prince: prince,princes
princely: princely
princess: princess,princesses
principal: principal
principally: principally
principle: principle,principles
print: print,printed,prints
prior: prior
prisoner: prisoner,prisoners
pristine: pristine
private: private
privilege: privilege,privileges
prize: prize,prized,prizes
prized: prized
prizes: prizes
probability: probability
probable: probable
proceed: proceed,proceeded,proceeding,proceeds
proceeding: proceeding
proceeds: proceeds
process: process
processing: processing
procession: procession,processions
proclaim: proclaim,proclaiming,proclaims
procure: procure,procured
prodigal: prodigal
prodigious: prodigious
prodigy: prodigies,prodigy
produce: produce,produced,produces
product: product,products
production: production,productions
profane: profane,profaned
profess: profess,professed
profession: profession
professor: professor,professors
proffer: proffer,proffers
profile: profile
profit: profit,profits
profitable: profitable
profound: profound
profoundly: profoundly
profusely: profusely
profusion: profusion
progenitor: progenitor
progeny: progeny
progress: progress
prohibit: prohibits
prohibition: prohibition
project: project,projected
prolegomena: prolegomena
prolong: prolong,prolonged
prometheus: prometheus
prominent: prominent
prominently: prominently
promiscuous: promiscuous
promise: promise,promised,promising
promontory: promontory
promote: promote,promoted,promotes,promoting
promotion: promotion
prompt: prompt,prompted,prompts
prone: prone
pronounce: pronounce,pronounced
pronounced: pronounced
pronunciation: pronunciation
proof: proof,proofs
proofread: proofread
proofreading: proofreading
prop: prop,props
proper: proper
properly: properly
property: properties,property
prophecy: prophecy
prophesy: prophesied,prophesy
prophet: prophet,prophets
prophetic: prophetic
propitiate: propitiate,propitiated
propitious: propitious
proportion: proportion,proportions
proposal: proposal,proposals
propose: propose,proposed,proposes
propound: propounded
proprietary: proprietary
propriety: propriety
prose: prose
prospect: prospect
prospects: prospects
prosper: prosper
prosperity: prosperity
prosperous: prosperous
prostrate: prostrate
protect: protect,protected,protects
protection: protection
protector: protector
protend: protend,protended,protends
protended: protended
proto: proto
protract: protract
prouder: prouder
proudly: proudly
prove: prove,proved,proves,proving
proverb: proverb
proverbial: proverbial
proverbs: proverbs
provide: provide,providing
providence: providence
providential: providential
province: province
provision: provision,provisions
provoke: provoke,provoked,provokes
prowess: prowess
prowl: prowling
prudence: prudence
prudent: prudent
prudently: prudently
pruning: pruning
prytanis: prytanis
prythee: prythee
pseudo: pseudo
public: public
publication: publication
publish: publish,published
publisher: publisher,publishers
puff: puff,puffing
puke: puking
pull: pull
pulse: pulse,pulses
punish: punish
punishment: punishment
punitive: punitive
purchase: purchase,purchased
pure: pure,purer,purest
purely: purely
purge: purge,purged
purify: purify
purity: purity
purl: purl
purple: purple,purpled
purpled: purpled
purport: purport
purpose: purpose,purposes
pursuance: pursuance
pursuant: pursuant
pursue: pursue,pursued,pursues,pursuing
pursuit: pursuit
push: push
pylades: pylades
pylon: pylon
pyramid: pyramid
pyramus: pyramus
pyre: pyre,pyres
pyres: pyres
pyrrhus: pyrrhus
pyrus: pyrus
pythia: pythia
pythian: pythian
quai: quai
quaint: quaint
qualification: qualification,qualifications
qualified: qualified
quality: qualities,quality
quantity: quantity
quarrel: quarrel,quarrels
quarry: quarry
quarter: quarter,quarters
quarterly: quarterly
quasi: quasi
queen: queen
quell: quell,quells
quench: quench
queries: queries
query: queries
question: question,questioning,questions
questionable: questionable
qui: qui
quick: quick,quicker
quickness: quickness
quicksand: quicksand
quiet: quiet
quintus: quintus
quire: quire,quires
quit: quit,quits
quiver: quiver,quivering,quivers
quoit: quoit
quote: quoted,quotes,quoting
rabid: rabid
race: race,races
racer: racer,racers
racing: racing
rack: racks
racking: racking
radiance: radiance
radiant: radiant
rafter: rafters
rag: rags
rage: rage,raged,rages,raging
rail: rail
railing: railing
rain: rain,rains
rainbow: rainbow,rainbows
rainy: rainy
rais: rais
raise: raise,raised,raises,raising
rally: rallies,rally,rallying
ram: ram,rams
rambling: rambling
rampart: rampart,ramparts
rampire: rampire
rancour: rancour
range: range,ranged,ranges,ranging
rank: rank,ranks
ranker: ranker
ranks: ranks
ransom: ransom
rapacious: rapacious
rape: raped
rapid: rapid
rapidity: rapidity
rapidly: rapidly
rapine: rapine
rapt: rapt
rapture: rapture
rare: rare
rarely: rarely
rash: rash
rashly: rashly
rashness: rashness
rate: rate
ratify: ratifies,ratify
rattle: rattle,rattled,rattles,rattling
ravage: ravage
ravages: ravages
rave: rave,raves
ravish: ravish,ravished
ray: ray,rays
raze: raze,razed,razing
reach: reach,reached,reaches,reaching
read: read,reading,reads
readable: readable
reader: reader,readers
readiness: readiness
reading: reading
ready: readiest,ready
real: real
realise: realised
reality: realities,reality
realize: realize,realized
realm: realm,realms
reap: reap,reaps
reaper: reaper,reapers
reappear: reappearing
rear: rear,rears
reason: reason,reasons
reasonable: reasonable
reasonableness: reasonableness
reasoning: reasonings
rebate: rebated
rebel: rebel,rebelling,rebels
rebellion: rebellion
rebellious: rebellious
rebellow: rebellow
rebind: rebound
rebound: rebound
rebuke: rebuke,rebukes
recall: recall,recalled,recalls
recede: recede,recedes,receding
receipt: receipt
receive: receive,received,receives,receiving
receiving: receiving
recension: recension
reception: reception
recess: recess,recesses
recital: recital
recitation: recitation,recitations
recitative: recitative
recite: recite,recited,reciting
reciter: reciter,reciters
reckless: reckless
reckon: reckon
reclaim: reclaim
recline: recline,reclined,reclining
recognise: recognising
recognize: recognize,recognized
recollect: recollect,recollected
recollection: recollection
recommend: recommend
recommendation: recommendation
recompense: recompense
reconcile: reconcile,reconciled,reconciling
reconciliation: reconciliation
record: record,recorded,recording,records
recount: recount,recounting,recounts
recover: recover,recovers
recreant: recreant
recruit: recruit,recruited
recur: recurs
recurrence: recurrence
red: red
redden: reddening,reddens
redeem: redeem,redeeming
redemption: redemption
redistribute: redistribute,redistributing
redistributing: redistributing
redistribution: redistribution
redouble: redoubled,redoubling
redress: redress
reduce: reduce,reduced,reducing
redundancy: redundancy
reed: reed,reeds
reek: reeking
reeking: reeking
reel: reel,reeling
reeve: rove
refection: refection
refer: refer,referred,refers
reference: reference,references
refine: refines
refined: refined
refinement: refinement
reflect: reflect,reflected,reflecting,reflects
reflection: reflection,reflections
refluent: refluent
refractory: refractory
refrain: refrain
refresh: refresh,refreshed,refreshing
refreshment: refreshment
refuge: refuge
refulgent: refulgent
refund: refund
refusal: refusal
refuse: refuse,refused,refuses,refusing
refute: refute
regain: regain,regains
regal: regal
regard: regard,regarded
regardful: regardful
regent: regent
regie: regie
region: region,regions
register: registered
regret: regret,regrets,regretted
regular: regular
regularity: regularity
regularly: regularly
regulate: regulating
regulation: regulation
reign: reign,reigned,reigning,reigns
rein: rein,reins
reject: reject,rejected,rejecting,rejects
rejoice: rejoice,rejoiced,rejoices,rejoicing
rejoin: rejoin,rejoins
rekindle: rekindled,rekindles,rekindling
relate: relate,relates,relating
relation: relation
relative: relative
relax: relax,relaxing
release: release,released
relent: relent,relenting
relentless: relentless
relic: relic,relics
relief: relief,reliefs
relieve: relieve,relieved,relieves
religion: religion,religions
religious: religious
reluctance: reluctance
reluctant: reluctant
reluctantly: reluctantly
remain: remain,remained,remaining,remains
remainder: remainder
remains: remains
remark: remark,remarked,remarking,remarks
remarkable: remarkable
remedy: remedies
remember: remember,remembered
remembrance: remembrance
remiss: remiss
remissive: remissive
remit: remit
remnant: remnant
remodel: remodelled
remonstrance: remonstrance,remonstrances
remorse: remorse
remote: remote,remotest
remount: remount
remounts: remounts
remove: remove,removed,removes,removing
remurmur: remurmur
rename: renamed
rend: rend,rending,rends
render: render,rendered,renders
renew: renew,renewed,renewing,renews
renounce: renounce,renounced
renovate: renovating
renown: renown
renowned: renowned
rent: rent
repair: repair,repairing,repairs
repast: repast,repasting,repasts
repay: repaid,repay,repays
repeat: repeat,repeated,repeating
repeatedly: repeatedly
repel: repel,repelled
repent: repent
repentance: repentance
repentant: repentant
repetition: repetition,repetitions
repine: repine,repines
replace: replace
replacement: replacement
reply: replied,replies,reply
report: report,reported,reports
repose: repose,reposing
represent: represent,represented,representing,represents
representation: representation,representations
representative: representatives
repress: repress
repressing: repressing
reprieve: reprieved
reprimand: reprimanded
reprisal: reprisal
reproach: reproach,reproaches
reproachful: reproachful
reprobate: reprobate
reproduce: reproduce
reproof: reproof,reproofs
reprove: reproved,reproves
reptile: reptile
republican: republican
repugnant: repugnant
repulse: repulse,repulsed,repulses
repulsed: repulsed
repulsive: repulsive
reputation: reputation
reputed: reputed
request: request,requests
require: require,required,requires
required: required
requirement: requirements
requisite: requisite
requite: requite,requites
rescue: rescue,rescued,rescuing
resemblance: resemblance
resemble: resemble,resembles
resent: resent,resenting,resents
resentment: resentment
reserve: reserves
reside: reside,resided
resign: resign,resigns
resist: resist,resisting,resists
resistance: resistance
resistless: resistless
resolution: resolution
resolve: resolve,resolved,resolves,resolving
resort: resort
resound: resound,resounded,resounds
resounding: resounding
respect: respect,respecting
respectful: respectful
respective: respective
respects: respects
respire: respire,respired
respite: respite,respited
resplendent: resplendent
responsible: responsible
responsive: responsive
rest: rest,rested,resting,rests
resting: resting
restive: restive
restless: restless
restoration: restoration
restore: restore,restored,restores,restoring
restrain: restrain,restrained,restrains
restriction: restrictions
result: result
resume: resume,resumed,resumes
retain: retain,retained,retains
retard: retard,retards
retentive: retentive
retire: retire,retired,retires,retiring
retort: retorted,retorts
retreat: retreat,retreating,retreats
retribution: retribution
retributive: retributive
retrieve: retrieve,retrieves
return: return,returned,returning,returns
reveal: reveal,revealed,revealing,reveals
revel: revel
revenge: revenge,revenged,revenges
revengeful: revengeful
revenue: revenue,revenues
revere: revere,revered,reveres
reverence: reverence
reverend: reverend
reverent: reverent
reverential: reverential
reverse: reverse,reversed
revert: revert,reverts
review: review,reviews
revile: revile,reviles
revise: revised
revive: revive,revived,revives,reviving
revolting: revolting
revolution: revolutions
revolve: revolve,revolved,revolves,revolving
revolving: revolving
reward: reward,rewarded,rewards
rhapsode: rhapsodes
rhapsodic: rhapsodic
rhapsodize: rhapsodize
rhapsody: rhapsodies
rhea: rhea
rhesus: rhesus
rhetorical: rhetorical
rhodes: rhodes
rhodian: rhodian
rhyme: rhyming
rib: ribs
rich: rich,richest
richard: richard
riches: riches
richness: richness
rid: rid
riddle: riddle
ride: ride,rides,rode
ridge: ridges
ridicule: ridicule
ridiculous: ridiculous
rifle: rifle
rifled: rifled
righteous: righteous
rightly: rightly
rigid: rigid
rill: rill,rills
rim: rim
rinaldo: rinaldo
ringlet: ringlets
rings: rings
ripe: ripe
ripen: ripen,ripened,ripening
rise: rise,rises,rising,rose
rising: rising
risk: risk
rite: rite,rites
rival: rival,rivalled,rivals
rivalry: rivalry
riven: riven
river: river,rivers
rivers: rivers
rivet: rivets
road: road
roam: roam,roaming
roar: roar,roaring,roars
roaring: roaring,roarings
roast: roast
rob: rob,robs
robber: robbers
robbery: robbery
robe: robe,robes
rock: rock,rocks
rocking: rocking
rocky: rocky
rod: rod
roe: roe
roll: roll,rolled,rolling,rolls
rolling: rolling
rolls: rolls
roman: roman,romans
romance: romance,romances
romulus: romulus
roof: roof,roofed,roofs
root: root,rooted,roots
rooted: rooted
rope: ropes
roscoe: roscoe
rose: rose
roseate: roseate
rosy: rosy
rotte: rotte
rotunda: rotunda
rough: rough
roughness: roughness
rouse: rouse,roused,rouses
rousing: rousing
rout: rout
route: routed
rove: rove
row: row,rowed,rows
royal: royal
royalty: royalties,royalty
rubbish: rubbish
ruddy: ruddy
rude: rude
rudely: rudely
rudiment: rudiments
rueful: rueful
ruffle: ruffled
rugged: rugged
ruin: ruin,ruins
rule: rule,ruled,rules,ruling
ruler: ruler,rulers
ruling: ruling
rumble: rumbling
ruminate: ruminate
rumour: rumour
rural: rural
rush: rush,rushes,rushing
rustic: rustic,rustics
rusticity: rusticity
rustling: rustling
ruthless: ruthless
saber: saber
sable: sable
sack: sack,sacked,sacks
sacred: sacred
sacredness: sacredness
sacrifice: sacrifice,sacrificed,sacrifices
sacrificial: sacrificial
sad: sad,sadder
sadden: sadden,saddens
sadly: sadly
sadness: sadness
safe: safe,safer,safest
safely: safely
safety: safety
saffron: saffron
saga: sagas
sagacious: sagacious
sagacity: sagacity
sage: sage,sages
sai: sai
sail: sail,sailed,sails
sailing: sailing
sailor: sailors
saint: saint
sake: sake
salaminian: salaminian
salamis: salamis
sally: sally
salt: salt,salted
salubrious: salubrious
salute: salute
sameness: sameness
samian: samian
sample: sample
samuel: samuel
sanctify: sanctify
sanction: sanction
sanctuary: sanctuaries
sand: sand,sands
sandal: sandals
sandy: sandy
sangar: sangar
sanguine: sanguine
santa: santa
sap: saps
saracen: saracen
sarcastically: sarcastically
sarpedon: sarpedon
sat: sat
satan: satan
sate: sate
satiate: satiate,satiating
satiety: satiety
satire: satires
satisfaction: satisfaction
satisfactorily: satisfactorily
satisfactory: satisfactory
satisfied: satisfied
satisfy: satisfy
saturn: saturn
saturnia: saturnia
savage: savage,savages
save: save,saved,saves,saving
saved: saved
saviour: saviour
savour: savours
savoury: savoury
scald: scalding
scale: scale,scaled,scales
scaliger: scaliger
scaling: scaling
scaly: scaly
scamander: scamander
scamandrius: scamandrius
scandal: scandal
scandalize: scandalized
scantling: scantling
scap: scaped
scape: scape,scapes
scarce: scarce
scarcely: scarcely
scared: scared
scarf: scarf
scatter: scatter,scattered,scattering,scatters
scene: scene,scenes
scent: scent,scents
sceptic: sceptic
scepticism: scepticism
sceptre: sceptre,sceptres
sceptred: sceptred
schedius: schedius
scheme: scheme,schemes
scholar: scholar,scholars
scholastic: scholastic
scholia: scholia
school: school
schoolfellow: schoolfellows
science: science
scoffing: scoffing
scoop: scoop
scorch: scorch,scorching
score: score
scorn: scorn,scorns
scornful: scornful
scotland: scotland
scott: scott
scour: scour
scourge: scourge,scourged,scourges
scout: scout,scouts
scrap: scrap
scratch: scratch
scream: scream,screaming
screen: screen
scripture: scripture
scud: scuds
sculptor: sculptor
sculpture: sculpture,sculptured
sculptured: sculptured
sculptures: sculptures
sea: sea,seas
seal: seal,sealed,seals
seaman: seamen
search: search,searched,searching
seashore: seashore
season: season,seasons
seat: seat,seated,seats
secession: secession
secondary: secondary
secret: secret,secrets
secretary: secretary
secure: secure,secured
secured: secured
securely: securely
security: security
sedate: sedate
sedgy: sedgy
sedition: sedition
seduce: seduced
seed: seed,seeds
seek: seek,seeking,seeks,sought
seer: seer
seize: seize,seized,seizes,seizing
seldom: seldom
select: select,selected
selection: selection,selections
selfish: selfish
sell: sold
selli: selli
semblance: semblance
senate: senate
send: send,sending,sends
seneca: seneca
senior: senior,seniors
sense: sense
senseless: senseless
sentence: sentence,sentenced,sentences
sentiment: sentiment,sentiments
sentinel: sentinel
separate: separate,separated
sepulchral: sepulchral
sepulchre: sepulchre
sepulture: sepulture
sequel: sequel
sequester: sequester
seraph: seraph
serene: serene,serenes
serenely: serenely
series: series
serpent: serpent,serpents
servant: servant,servants
serve: serve,served,serves
service: service,services
servile: servile
servilely: servilely
servitude: servitude
servius: servius
set: set,sets,setting
setting: setting
settle: settle,settled,settles,settling
settlement: settlement
sevenfold: sevenfold
seventeenth: seventeenth
seventh: seventh
sever: sever
severe: severe,severer
severely: severely
sex: sex
sextus: sextus
shade: shade,shaded,shading
shades: shades
shadow: shadowed,shadows
shadowy: shadowy
shady: shady
shaft: shaft,shafted,shafts
shaggy: shaggy
shake: shake,shaken,shakes,shaking,shook
shaker: shaker
shalt: shalt
shame: shame
shameful: shameful
shameless: shameless
shape: shape,shaped,shapes
share: share,shared,shares,sharing
sharp: sharp,sharper,sharpest
sharpen: sharpen
shatter: shatter
sheaf: sheaves
shear: shorn
sheath: sheath
sheathe: sheathe,sheathed,sheathes
sheep: sheep
sheephook: sheephook
sheer: sheer
sheet: sheets
shelter: shelter,shelters
shelve: shelving
shepherd: shepherd,shepherds
shield: shield,shielded,shields
shields: shields
shift: shift,shifting,shifts
shine: shine,shined,shines,shining,shone
shingly: shingly
ship: ship,ships
ships: ships
shipwreck: shipwreck,shipwrecked
shipwright: shipwright
shiver: shiver,shivering,shivers
shoal: shoals
shock: shock,shocks
shocked: shocked
shocking: shocking
shoot: shoot,shooting,shoots,shot
shooter: shooter
shooting: shooting
shore: shore,shores
short: short,shorter
shorten: shorten
shortness: shortness
shot: shot
shoulder: shoulder,shoulders
shouldst: shouldst
shout: shout,shouting,shouts
shouting: shouting
shower: shower,showering,showers
showery: showery
shriek: shriek,shrieking,shrieks
shrill: shrill,shrillest,shrilling
shrilling: shrilling
shrine: shrine,shrines
shrink: shrink,shrinks,shrunk
shroud: shroud,shrouds
shrub: shrubs
shrunk: shrunk
shudder: shudders
shun: shun,shuns
shut: shut,shuts
shuttle: shuttle
sick: sick
sicken: sicken
sickle: sickle,sickles
sidonian: sidonian
siege: siege
sift: sifted
sigh: sigh,sighing,sighs
sight: sight,sights
sightless: sightless
sign: sign,signs
signal: signal,signals
signalize: signalizes
signification: significations
signify: signified,signifies,signifying
silence: silence,silenced
silent: silent
silken: silken
silver: silver
silvery: silvery
simar: simars
similarity: similarity
simile: simile,similes
simple: simple,simpler,simples,simplest
simplicity: simplicity
sin: sins
sincerely: sincerely
sinecure: sinecures
sinew: sinews
sinewy: sinewy
sing: sang,sing,singing,sings,sung
singe: singed
singing: singing
single: single,singled
singles: singles
singly: singly
singular: singular
singularly: singularly
sinister: sinister
sink: sank,sink,sinking,sinks,sunk
sinner: sinner
sinon: sinon
sir: sir
sire: sire,sires
sirian: sirian
sirius: sirius
sister: sister,sisters
sisyphus: sisyphus
sit: sat,sit,sits,sitting
situate: situated
situation: situation,situations
sixteen: sixteen
sixteenth: sixteenth
sixth: sixth
size: size
sketch: sketch
skilful: skilful
skill: skill
skilled: skilled
skim: skimming,skims
skin: skin
skirmish: skirmish
skulk: skulk
skull: skull
sky: skies,sky
slack: slack
slacken: slacken
slain: slain
slaughter: slaughter,slaughtered,slaughtering,slaughters
slave: slave,slaves
slavish: slavish
slay: slain,slay,slays
slaying: slaying
sleek: sleek
sleep: sleep,sleeping,sleeps,slept
sleepless: sleepless
sleight: sleight
slender: slender
slew: slew
slide: slide,slides
slight: slight,slighted,slighting,slights
slimy: slimy
sling: sling
slinger: slingers
slippery: slippery
slope: slope
sloth: sloth
slothful: slothful
sloven: sloven
slow: slow
slowly: slowly
slowness: slowness
sluice: sluices
sluicy: sluicy
slumber: slumber,slumbering,slumbers
slumbering: slumbering
sly: sly
smart: smart,smarting
smear: smear
smile: smile,smiled,smiles,smiling
smintheus: smintheus
smit: smit
smite: smit,smites,smote
smoke: smoke,smoked,smokes,smoking
smoking: smoking
smoky: smoky
smooth: smooth,smoothed,smooths
smoothness: smoothness
smote: smote
smother: smother
smyrna: smyrna
snake: snake,snakes
snatch: snatch,snatched,snatches
snort: snort,snorted
snow: snow,snows
snowy: snowy
snuff: snuffs
soar: soar,soaring,soars
sob: sob,sobs
sober: sober
soberly: soberly
social: social
society: societies,society
socrates: socrates
soever: soever
soft: soft,softer,softest
soften: soften,softened,softens
softened: softened
softly: softly
softness: softness
soil: soil,soils
sol: sol
solace: solace
solar: solar
soldier: soldier,soldiers
sole: sole
solely: solely
solemn: solemn
solemnity: solemnities,solemnity
solemnly: solemnly
solicit: solicit,solicits
solicitation: solicitation
solid: solid
solitary: solitary
solymaean: solymaean
somnus: somnus
son: son,sons
song: song,songs
sonorous: sonorous
sons: sons
soothe: soothe,soothed,soothes
sooty: sooty
sophocles: sophocles
sordid: sordid
sordidness: sordidness
sore: sore
sorrow: sorrow,sorrowing,sorrows
sorrowing: sorrowing
sort: sort,sorts
soul: soul,souls
sound: sound,sounder,sounding,sounds
sour: sour
source: source,sources
sourly: sourly
souse: sousing
south: south
southern: southern
sovereign: sovereign
sow: sow
space: space
spacious: spacious
spade: spade
span: span
spangled: spangled
spare: spare,spared,spares,sparing
sparkle: sparkle,sparkled,sparkles,sparkling
sparkling: sparkling
sparta: sparta
spartan: spartan,spartans
spatter: spatter
speak: spake,speak,speaking,speaks,spoke,spoken
speaker: speaker,speakers
spear: spear,spears
spears: spears
special: special
specially: specially
species: species
speckled: speckled
spectacle: spectacle
spectator: spectator,spectators
spectre: spectre,spectres
speech: speech,speeches
speed: sped,speed,speeds
speeds: speeds
speedy: speedy
spell: spelt
spend: spends,spent
sphere: sphere
spiky: spiky
spill: spilt
spin: spin,spun
spinal: spinal
spindle: spindle
spinster: spinster
spire: spire,spires
spirit: spirit,spirits
spirited: spirited
spiritless: spiritless
spiry: spiry
spleen: spleen
spleenful: spleenful
splendid: splendid
splendour: splendour
splinter: splinter
spoil: spoil,spoils
spoke: spoke,spokes
sponge: sponge
spontaneous: spontaneous
sport: sport,sported
sporting: sporting
sportive: sportive
spot: spot,spots
spotless: spotless
spotted: spotted
spouse: spouse,spouses
spout: spouting,spouts
sprang: sprang
spread: spread,spreading,spreads
spreading: spreading
sprig: sprig
sprightly: sprightly
spring: sprang,spring,springing,springs,sprung
springing: springing
springs: springs
sprinkle: sprinkle,sprinkled,sprinkles,sprinkling
sprinkling: sprinkling
spurious: spurious
spurn: spurn,spurns
sputtering: sputtering
spy: spied,spies,spy
sqq: sqq
squadron: squadron,squadrons
square: square
squeamish: squeamish
squint: squinting
squire: squire,squires
staff: staff
stag: stag
stage: stage
stagger: staggering
staggering: staggering
stain: stain,stained,stains
stake: stake,stakes
stalk: stalk,stalked,stalks
stalks: stalks
stall: stall,stalls
stamp: stamp,stamped
stanch: stanch
stand: stand,standing,stands,stood
standard: standard
stander: stander
standing: standing
stanhope: stanhope
stanza: stanzas
star: star,stars
stare: stare,stares
starr: starr
starry: starry
start: start,started,starting,starts
startle: startle
startled: startled
startling: startling
stately: stately
statement: statement,statements
statesman: statesman
station: station,stations
statistical: statistical
statue: statue
stature: stature
status: status
stay: stay,stayed,stays
stead: stead
steadily: steadily
steady: steady
steal: steal,stole,stolen
stealth: stealth
steam: steaming,steams
stedfast: stedfast
steed: steed,steeds
steeds: steeds
steel: steel
steele: steele
steely: steely
steep: steep,steeps
steepy: steepy
steer: steer,steers
stem: stem
stentor: stentor
step: step,stepping,steps
stern: stern,sterns
sternly: sternly
steward: steward
stick: sticking,sticks,stuck
stiff: stiff
stiffen: stiffen,stiffening,stiffens
stimulate: stimulating
sting: stings,stung
stipend: stipend
stir: stirring,stirs
stirling: stirling
stock: stock,stocked,stocks
stone: stone,stones
stones: stones
stony: stony
stoop: stoop,stooping,stoops
stoppage: stoppage
store: store,stored,stores
storehouse: storehouse
storm: storm,storms
stormy: stormy
story: story
