aaron: aaron
nilotic: nilotic
nimble: nimble
ninefold: ninefold
ninth: ninth
nip: nip
nitre: nitre
nitrous: nitrous
nobility: nobility
noble: noble,nobler,noblest
nobleness: nobleness
nobly: nobly
nocent: nocent
nocturnal: nocturnal
nod: nod,nodding,nods
noise: noise,noises
noising: noising
nome: nome
nonproprietary: nonproprietary
nook: nook
noon: noon
noontide: noontide
north: north
northern: northern
northward: northward
norumbega: norumbega
norway: norway
norwegian: norwegian
nostril: nostril,nostrils
note: note,notes
notes: notes
notice: notice
noticeable: noticeable
notify: notifies
notion: notion,notions
notorious: notorious
notus: notus
nought: nought
nourish: nourish
nourisher: nourisher
nourishment: nourishment
nova: nova
novelties: novelties
november: november
novice: novice
novo: novo
noxious: noxious
numberless: numberless
numerous: numerous
nun: nun
nuptial: nuptial
nuptials: nuptials
nurse: nurse
nursing: nursing
nursling: nursling
nurture: nurture
nut: nut
nutriment: nutriment,nutriments
ny: ny
nymph: nymph,nymphs
nymphlike: nymphlike
nymphs: nymphs
oak: oak
oaks: oaks
oaten: oaten
oath: oath
ob: ob
obdurate: obdurate
obedience: obedience
obedient: obedient
obey: obey,obeying,obeys
object: object,objects
obligation: obligations
oblige: oblige,obliging
oblique: oblique
obliquity: obliquities
oblivion: oblivion
oblivious: oblivious
obloquy: obloquy
obnoxious: obnoxious
obscene: obscene
obscure: obscure,obscured,obscures
obscurely: obscurely
obsequious: obsequious
observe: observe,observed,observes,observing
obsolete: obsolete
obstacle: obstacle
obstriction: obstriction
obstruct: obstruct
obtrude: obtrude,obtruded,obtruding
obtrusive: obtrusive
obtuse: obtuse
obvious: obvious
occasion: occasion,occasions
occasionally: occasionally
occasions: occasions
occur: occur,occurs
ocean: ocean
oceanus: oceanus
octavo: octavo
octobers: octobers
odds: odds
ode: ode,odes
odes: odes
odious: odious
odiously: odiously
odor: odors
odoriferous: odoriferous
odorous: odorous
odour: odour,odours
odours: odours
oe: oe
offal: offal
offence: offence
offend: offend,offended,offending
offended: offended
offensive: offensive
offer: offer,offering,offers
offering: offering,offerings
office: office,offices
officer: officer,officers
official: official
officiate: officiate
officious: officious
offspring: offspring
oft: oft,oftest
oftest: oftest
og: og
oil: oil
oils: oils
oke: oke,okes
okes: okes
olive: olive
olympian: olympian
olympus: olympus
omen: omen
ominous: ominous
omission: omission
omit: omit
omnific: omnific
omnipotence: omnipotence
omnipotent: omnipotent
omnipresence: omnipresence
omniscient: omniscient
online: online
onset: onset
onward: onward
oose: oose
oozy: oozy
opacous: opacous
opal: opal
opaque: opaque
ope: ope
opener: opener
openly: openly
operation: operation
opes: opes
ophion: ophion
ophir: ophir
ophiucus: ophiucus
opiate: opiate
opinion: opinion,opinions
opium: opium
opportune: opportune
opportunely: opportunely
opportunity: opportunities,opportunity
oppose: oppose,opposes,opposing
opposition: opposition
oppress: oppress,oppresses
oppression: oppression
opprobrious: opprobrious
ops: ops
optic: optic
oracle: oracle,oracles
oracles: oracles
oraculous: oraculous
orantes: orantes
orator: orator,orators
orators: orators
oratory: oratory
orb: orb,orbs
orbed: orbed
orbicular: orbicular
orbs: orbs
orcs: orcs
ordain: ordain,ordains
orderly: orderly
ordinary: ordinary
ore: ore
oread: oread
organ: organ
organic: organic
organize: organized
organs: organs
orgy: orgies
orient: orient
orifice: orifice
original: original,originals
originator: originator
orion: orion
orisons: orisons
orl: orl
ornament: ornament,ornaments
ornate: ornate
orphean: orphean
orpheus: orpheus
osier: osier
osiers: osiers
osiris: osiris
ostentation: ostentation
ounce: ounce
ounces: ounces
outcast: outcast
outcry: outcry
outdated: outdated
outdo: outdone
outermost: outermost
outgrow: outgrew
outlandish: outlandish
outlast: outlasted
outlive: outlive
outmost: outmost
outrage: outrage
outrageous: outrageous
outrageously: outrageously
outshine: outshine
outspread: outspread
outward: outward
overcome: overcame,overcome,overcomes,overcoming
overgrown: overgrown
overgrowth: overgrowth
overhang: overhung
overhead: overhead
overhears: overhears
overjoy: overjoy
overjust: overjust
overlay: overlaid,overlay
overleap: overleap,overleaps
overlive: overlive
overmuch: overmuch
overply: overply
overpower: overpower
overpraise: overpraising
overshadow: overshadow,overshadowing
oversight: oversight
overtake: overtake,overtook
overtask: overtask
overthrow: overthrew,overthrow,overthrown
overtrust: overtrusting
overture: overture
overturn: overturns
overween: overween,overweening
overwhelm: overwhelm
ow: ow
owe: owe,owed,owes
owner: owner,owners
ox: ox
oxen: oxen
oxford: oxford
pace: pace,paces
pacific: pacific
pacing: pacing
pack: pack,packing
pact: pact
pageantry: pageantry
pain: pain,pains
paine: paine
painful: painful
paint: paint,painted,paints
pair: pair,pairs
palace: palace,palaces
palaces: palaces
palate: palate
palatine: palatine
pale: pale,pales
palestine: palestine
pall: pall
palm: palm,palms
palmers: palmers
palms: palms
palpable: palpable
pamper: pamper
pamphlet: pamphlet
pan: pan
pandemonium: pandemonium
pandora: pandora
pang: pangs
pans: pans
pansy: pansies
paper: paper
papers: papers
paperwork: paperwork
parable: parables
parade: parade
paradise: paradise
paradises: paradises
paradoxes: paradoxes
paragraph: paragraph,paragraphs
parallax: parallax
parallel: parallel
paramount: paramount
paramour: paramour
paranymph: paranymph
parasite: parasite
parch: parch,parching
pard: pard
pardon: pardon
pardons: pardons
pards: pards
parent: parent,parents
parentage: parentage
paris: paris
parker: parker
parl: parl
parle: parle
parli: parli
parliament: parliament
parly: parly
parole: parole
parricide: parricide
parsimonious: parsimonious
partake: partake,partakes,partook
partaker: partakers
parte: parte
parthenope: parthenope
parthian: parthian
partial: partial
participate: participate,participating
partition: partition
partly: partly
partner: partner,partners
party: party
pass: pass,passed,passes,passing
passage: passage,passages
passing: passing
passion: passion,passions
passive: passive
pastime: pastime,pastimes
pastoral: pastoral
pastry: pastry
pasture: pasture,pastures,pasturing
pastures: pastures
paternal: paternal
path: path,paths
pathless: pathless
paths: paths
patience: patience
patient: patient
patiently: patiently
patriarch: patriarch
patriarchs: patriarchs
patrimony: patrimony
patron: patron,patrons
patroness: patroness
pattern: pattern
paul: paul
pause: pause,pauses,pausing
pav: pav
pave: pave
pavement: pavement
pavilion: pavilion
pavilions: pavilions
paw: paw,pawing
pay: paid,pay,paying,pays
payment: payments
paynim: paynim
peace: peace
peaceable: peaceable
peaceful: peaceful
peal: peal,pealing,peals
pearl: pearl,pearled,pearls
pearled: pearled
pearly: pearly
peasant: peasant
peccant: peccant
peculiar: peculiar
peculiarity: peculiarities
peel: peeling
peep: peep
peer: peer,peering,peers
peerage: peerage
peerless: peerless
pegasean: pegasean
pelops: pelops
pelorus: pelorus
pen: pen,pent
penal: penal
penalty: penalty
penance: penance
pencil: pencil
pendant: pendant
pendent: pendent
pendulous: pendulous
penetration: penetration
penitent: penitent
pennon: pennons
pennons: pennons
penseroso: penseroso
pensioner: pensioners
pensive: pensive
pentateuch: pentateuch
penurious: penurious
people: people,peoples
perceive: perceive,perceiving
perch: perched
perche: perche
perdition: perdition
perfect: perfect
perfection: perfection,perfections
perfectly: perfectly
perfidious: perfidious
perform: perform,performed,performing,performs
performance: performance,performances
perfume: perfume,perfumes
peril: peril
perilous: perilous
period: period,periods
periodic: periodic
peripatetics: peripatetics
perish: perish
permanent: permanent
permission: permission
permissive: permissive
permit: permit,permits,permitted,permitting
pernicious: pernicious
perpetual: perpetual
perplex: perplex,perplexes
perplexing: perplexing
perplexity: perplexities,perplexity
persecute: persecute
persecution: persecution
perseverance: perseverance
persevere: persevere,persevering
persian: persian
persist: persisted,persisting,persists
person: people,person,persons
personate: personating
personification: personification
persuade: persuaded
persue: persue
pert: pert
perturbation: perturbation
peru: peru
perusal: perusal
perverse: perverse
perverseness: perverseness
pervert: pervert,perverted,perverting,perverts
perverted: perverted
peso: peso
pest: pest
pester: pester
pestilence: pestilence
pestilent: pestilent
pet: pet
peter: peter
petition: petition
petrific: petrific
petto: petto
petty: petty
phalanx: phalanx
phantasm: phantasms
philip: philip
philistia: philistia
philistian: philistian
philistine: philistine
philistines: philistines
phillis: phillis
philomel: philomel
philosopher: philosopher,philosophers
philosophic: philosophic
philosophy: philosophy
phoebus: phoebus
phoenicians: phoenicians
phoenix: phoenix
phrase: phrase
phylactery: phylacteries
physic: physic
physical: physical
piano: piano
pick: pick
pickaxe: pickaxe
picture: picture
piece: pieces
pierce: pierce,piercing
piety: piety
pil: pil
pilasters: pilasters
pile: pile,piled
pilfer: pilfering
pilgrim: pilgrim
pilgrims: pilgrims
pillar: pillar,pillars
pillared: pillared
pillars: pillars
pillow: pillows
pilot: pilot,pilots
pin: pin
pinacle: pinacle
pinch: pinching
pindarus: pindarus
pine: pine,pines,pining
pink: pink,pinks
pinnace: pinnace
pinnacles: pinnacles
pious: pious
pipe: pipe,pipes
pipes: pipes
piping: piping
pit: pit
pitch: pitch
pitchy: pitchy
piteous: piteous
pitied: pitied
pity: pity,pitying
piu: piu
placable: placable
placid: placid
plague: plague,plagues
plaid: plaid
plain: plain,plainest,plaining,plains
plainly: plainly
plains: plains
plaint: plaint,plaints
planet: planet,planets
planets: planets
plank: plank
plant: plant,planted,plants
plantation: plantation
planter: planter
plat: plat
platan: platan
plate: plate,plated
plato: plato
plausible: plausible
play: play,playing
player: players
plea: plea,pleas
plead: plead,pleaded,pleads
pleas: pleas
pleasant: pleasant
pleasantest: pleasantest
pleasing: pleasing
pleasingly: pleasingly
pleasure: pleasure,pleasures
plebeian: plebeian
pledge: pledge,pledges
pleiades: pleiades
plenipotent: plenipotent
plenteous: plenteous
plenteously: plenteously
plenty: plenty
plight: plight
plighted: plighted
plot: plot,plots,plotting
plough: plough
plowman: plowman
pluck: pluck,plucking
plum: plum
plumb: plumb
plume: plume,plumes
plummet: plummets
plumy: plumy
plunge: plunge
plutarch: plutarch
pluto: pluto
plutonian: plutonian
ply: ply
poco: poco
poem: poem,poems
poems: poems
poet: poet,poets
poetical: poetical
poetry: poetry
poi: poi
pointless: pointless
pois: pois
poise: poise
poison: poison
polar: polar
pole: pole,poles
poles: poles
policy: policy
polish: polish
politic: politic
politician: politician
pollute: pollute,polluted,polluting
polluted: polluted
pollution: pollution
pomona: pomona
pomp: pomp
pompey: pompey
pompous: pompous
pond: pond
ponder: ponder,pondering,ponders
ponderous: ponderous
ponent: ponent
pontic: pontic
pontifical: pontifical
pontifice: pontifice
pontus: pontus
pool: pool
poor: poor,poorest
pope: pope
poplar: poplar
popular: popular
populous: populous
por: por
porch: porch,porches
porches: porches
porcupine: porcupines
pore: pore
porous: porous
port: port
portal: portal,portals
portamenti: portamenti
portcullis: portcullis
ported: ported
portend: portend,portending,portends
portent: portents
portentous: portentous
portion: portion
portress: portress
possess: possess,possessed,possesses,possessing
possession: possession
possessor: possessor
possibility: possibility
post: post,posted,posts
posterity: posterity
postscript: postscript
posture: posture
pot: pots
potable: potable
potent: potent
potentate: potentate,potentates
potentates: potentates
potion: potion
potter: potters
pour: pour,pouring
poverty: poverty
powder: powder
power: power,powers
powerful: powerful
powers: powers
practical: practical
practically: practically
practice: practice
praise: praise,praises,praising
pray: pray,praying
prayer: prayer,prayers
prayers: prayers
preach: preaching
precede: precedes
precedence: precedence
precept: precept,precepts
precincts: precincts
precious: precious
precipice: precipice
precipitance: precipitance
precipitant: precipitant
precipitate: precipitate
precise: precise
predestination: predestination
predicament: predicament
predicaments: predicaments
predict: predicts
prediction: prediction
predominant: predominant
preeminent: preeminent
preface: preface
prefer: prefer,preferring
prefix: prefixed
prefixed: prefixed
pregnant: pregnant
prelate: prelate
prepare: prepare,prepares,preparing
presage: presage,presages,presaging
presaging: presaging
presbyter: presbyter
prescript: prescript
presence: presence
preserve: preserve,preserved,preserves
president: president
press: press,pressed
prest: prest
presume: presume,presumes
presumption: presumption
presumptuous: presumptuous
presumptuously: presumptuously
pretence: pretence
pretend: pretend,pretended,pretending,pretends
pretense: pretense
pretenses: pretenses
pretext: pretexts
pretors: pretors
pretty: pretty
prevail: prevail,prevailing,prevails
prevalent: prevalent
prevenient: prevenient
prevent: prevent,prevented,preventing
prevention: prevention
preventive: preventive
previous: previous
prey: prey
pria: pria
prickle: prickles
pride: pride
prie: prie
priest: priest
priests: priests
primavera: primavera
prime: prime
primitive: primitive
primrose: primrose
prince: prince,princes
princedoms: princedoms
princely: princely
princes: princes
principal: principal
principalities: principalities
principle: principle,principles
print: print,printed
printer: printer,printers
printless: printless
prise: prise
prison: prison
prisoner: prisoner
private: private
privation: privation
priviledge: priviledge
privy: privy
prize: prize
probable: probable
proboscis: proboscis
proceed: proceed,proceeded,proceeds
proceeding: proceeding
proceedings: proceedings
proceeds: proceeds
process: process
processing: processing
procession: procession
procinct: procinct
proclaim: proclaim,proclaiming,proclaims
proclaimer: proclaimer
proconsuls: proconsuls
procreation: procreation
procure: procure,procured
prodigious: prodigious
prodigy: prodigies
produce: produce,produced,produces,producing
product: product
production: production
productive: productive
proem: proem
profane: profane
profaner: profaner
profess: profess,professing
professor: professor
proffer: proffer
profit: profit,profits
profitable: profitable
profluent: profluent
profound: profound,profoundest
profuse: profuse
progenitor: progenitor
progeny: progeny
progress: progress
progressive: progressive
prohibit: prohibit
prohibition: prohibition,prohibitions
project: project,projecting,projects
prolific: prolific
prologue: prologue
prolong: prolong,prolongs
prominently: prominently
promiscuous: promiscuous
promise: promise,promised,promises
promising: promising
promontories: promontories
promontory: promontory
promote: promote,promoting
promotion: promotion
prompt: prompt,prompted,prompting
prone: prone
pronoun: pronoun,pronouns
pronounce: pronounced,pronounces,pronouncing
proof: proof,proofs
proofread: proofread
prop: prop
propagate: propagated
propagation: propagation
propense: propense
proper: proper
properly: properly
property: property
prophecy: prophecy
prophesies: prophesies
prophet: prophet,prophets
prophetic: prophetic
propitiation: propitiation
propitious: propitious
proportion: proportion,proportions
proportional: proportional
proposal: proposal,proposals
propose: propose,proposes
propound: propound,propounded
proprietary: proprietary
prose: prose
prosecute: prosecute
proserpina: proserpina
prospect: prospect
prospective: prospective
prosper: prosper
prosperity: prosperity
prosperous: prosperous
prostitute: prostituting
prostrate: prostrate
prostration: prostration
protect: protect,protects
protection: protection
protest: protesting
proteus: proteus
proudly: proudly
prov: prov
prove: prove,proves,proving
provide: provide,providing
providence: providence
provident: provident
province: province,provinces
provision: provision,provisions
provoke: provoke,provokes,provoking
provost: provost
prow: prow
prowess: prowess
prowest: prowest
prowl: prowling
prudence: prudence
prudent: prudent
prune: prune
psalm: psalm
psalms: psalms
psaltry: psaltry
psyche: psyche
public: public
publish: publish,published
puissance: puissance
puissant: puissant
pull: pull,pulling
pulp: pulp
pulse: pulse
punctual: punctual
punctuation: punctuation
punic: punic
punish: punish
punisher: punisher
punishment: punishment
punitive: punitive
purchase: purchase
pure: pure,purer,purest
purgatory: purgatory
purge: purge
purification: purification
purify: purified
purist: purist
purity: purity
purl: purling
purlieu: purlieu
purple: purple,purples
purpose: purpose,purposes
purposely: purposely
pursue: pursue,pursues,pursuing
pursuer: pursuers
pursuit: pursuit
purvey: purvey
push: push
pyramid: pyramid
pyramids: pyramids
pyrrha: pyrrha
pythian: pythian
python: python
quadrate: quadrate
quadrature: quadrature
quaff: quaff
quaint: quaint
qual: qual
quality: quality
quando: quando
quantity: quantity
quarrel: quarrel,quarrels
quarries: quarries
quarry: quarry
quarter: quarter,quarters
quarters: quarters
quaternion: quaternion
queen: queen
queens: queens
quell: quell
queller: queller
quench: quench
quest: quest
question: question,questions
quick: quick,quickest
quicken: quicken
quid: quid
quiet: quiet
quietly: quietly
quietness: quietness
quills: quills
quintessence: quintessence
quintius: quintius
quip: quips
quire: quire,quires
quires: quires
quis: quis
quit: quit,quits,quitted
quiver: quiver
quivers: quivers
quoth: quoth
rabbies: rabbies
rabble: rabble
race: race
races: races
rack: rack,racking
racking: racking
radiance: radiance
radiant: radiant
rafter: rafters
rag: rag,rags
rage: rage,rages,raging
ragged: ragged
rain: rain,rains
rainbow: rainbow,rainbows
rais: rais
raise: raise,raises,raising
rally: rallied
ram: ram
ramp: ramp
rampant: rampant
rampart: rampart
rancor: rancor
random: random
range: range,ranged
rank: rank,ranks
ransack: ransack
ransom: ransom
rapacious: rapacious
rape: rape
raphael: raphael
rapid: rapid
rapine: rapine
rapt: rapt
rapture: rapture,raptures
rare: rare,rarer
rarely: rarely
ras: ras
rase: rase
rash: rash
rashly: rashly
rashness: rashness
rate: rate
rathe: rathe
rational: rational
rattle: rattling
raunge: raunge
rave: rave,raves
ravel: ravel
raven: raven
ravenous: ravenous
ravens: ravens
ravin: ravin
ravish: ravish
ravishment: ravishment
ray: ray,rays
razor: razor
reach: reach,reaches,reaching
read: read,reading,reads
readable: readable
reader: reader,readers
readiness: readiness
reading: reading,readings
ready: readiest,ready
real: real
reality: realities
realm: realm,realms
realms: realms
reap: reap,reaping,reaps
reaper: reaper,reapers
rear: rear,rears
reascend: reascend,reascends
reason: reason,reasons
reasonable: reasonable
reasoning: reasoning,reasonings
reasonless: reasonless
reassemble: reassembling
rebeck: rebecks
rebel: rebel
rebelling: rebelling
rebellion: rebellion,rebellions
rebellious: rebellious
rebels: rebels
rebound: rebounding,rebounds
rebuff: rebuff
rebuild: rebuilt
rebuke: rebuke
recall: recall,recalling
recant: recant
receipt: receipt
receive: receive,received,receives,receiving
receptacle: receptacle
reception: reception
recess: recess
reciprocal: reciprocal
reck: reck,recks
reckon: reckon,reckoned
reclame: reclame
recline: recline
recollect: recollecting,recollects
recommend: recommend
recompence: recompence
recompense: recompense
reconcilement: reconcilement
record: record,recorded,records
recorder: recorders
records: records
recount: recount,recounted
recover: recover,recovering,recovers
recovery: recovery
recreant: recreant
rectory: rectory
recure: recure
red: red
redeem: redeem,redeems
redeemer: redeemer
redemption: redemption
redistribute: redistribute,redistributing
redistributing: redistributing
redistribution: redistribution
redouble: redouble
redound: redound,redounded,redounding,redounds
redress: redress
reduce: reduce
redundant: redundant
reduplication: reduplication
reed: reed,reeds
reel: reel
reeve: rove
refection: refection
refer: refer,referring,refers
reference: references
refine: refines
reflect: reflected,reflecting
reflection: reflection
reflux: reflux
reform: reform,reforming
reformation: reformation
refrain: refrain,refrains
refresh: refresh
refreshment: refreshment
reft: reft
refuge: refuge
refulgent: refulgent
refund: refund
refusal: refusal
refuse: refuse,refuses,refusing
refute: refute,refuted,refutes
regain: regain,regained
regained: regained
regal: regal
regard: regard,regarded
regency: regencies
regent: regent,regents
regiment: regiment
region: region,regions
regions: regions
register: registered
regret: regret
regular: regular
regulate: regulating
regulus: regulus
reign: reign,reigning,reigns
rein: rein,reins
reinforcement: reinforcement
reinstall: reinstall
reissue: reissue
reiterate: reiterated
reject: reject,rejected,rejects
relapse: relapse
relate: relate,relates,relating
relater: relater
relation: relation,relations
relax: relax
release: release
relent: relent,relented,relents
relentless: relentless
relief: relief
relieve: relieve,relieves
religion: religion,religions
religious: religious
relique: reliques
reliques: reliques
relish: relish,relishes
reluctance: reluctance
reluctant: reluctant
rely: relies
remain: remain,remaining,remains
remains: remains
remark: remark
remarkable: remarkable
remarkably: remarkably
remediless: remediless
remedy: remedies
remember: remember
remembrance: remembrance
remiss: remiss
remission: remission
remit: remit
remorse: remorse
remorseless: remorseless
remote: remote,remotest
remove: remove,removed,removes
rename: renamed
rend: rend
render: render,renders
renew: renew,renewing,renews
renounce: renounce
renovation: renovation
renown: renown
renowned: renowned
repair: repair,repairing,repairs
repairing: repairing
repast: repast
repay: repaid
repeal: repeal
repeat: repeated
repel: repel
repent: repent,repenting,repents
repentance: repentance
repentant: repentant
repine: repine,repines
replace: replace,replaced
replacement: replacement
replete: replete
reply: replies,reply
report: report,reported,reports
repose: repose,reposes
repossess: repossess
reprehend: reprehend
represent: represent,represented,representing
representation: representation,representations
repress: repress
reprieve: reprieve
reprint: reprint,reprinted
reproach: reproach,reproaches
reproachful: reproachful
reprobate: reprobate
reproduce: reproduces
reproof: reproof
repulse: repulse
repute: repute
request: request,requested
require: require,required,requires
requirement: requirements
requisite: requisite
requite: requite
resalute: resalute
rescue: rescue
resemblance: resemblance,resemblances
resemble: resembles,resembling
resent: resent
reserve: reserve
reserving: reserving
reside: reside,resides,residing
residence: residence
resign: resign,resigns
resist: resist
resistance: resistance
resistless: resistless
resolute: resolutest
resolution: resolution
resolve: resolve,resolves,resolving
resonant: resonant
resort: resort,resorting
resound: resound,resounded,resounds
resounded: resounded
resounding: resounding
respect: respect
respects: respects
respiration: respiration
respire: respire
respite: respite
resplendence: resplendence
resplendent: resplendent
responsive: responsive
rest: rest,rested,resting,rests
resting: resting
restless: restless
restorative: restorative
restore: restore
restorer: restorer
restrain: restrain
restraint: restraint
restriction: restrictions
result: result
resume: resume,resumes
resurrection: resurrection
retain: retain,retained,retaining,retains
retention: retention
retinue: retinue
retire: retire,retired,retires,retiring
retired: retired
retirement: retirement
retiring: retiring
retort: retort,retorted
retreat: retreat,retreated,retreating
retrench: retrench
retribution: retribution
retrograde: retrograde
return: return,returning,returns
returned: returned
reveal: reveal,reveals
revel: revels
revelation: revelation
reveller: revellers
revelry: revelry
revenge: revenge
revenue: revenue
reverence: reverence
reverend: reverend
reverent: reverent
reverse: reverse
revert: reverts
revile: revile,reviling
revise: revised
revisit: revisit
revive: revive,revives,reviving
revoke: revoke,revokes
revolt: revolt,revolted,revolting
revolter: revolter
revolution: revolution,revolutions
revolve: revolve
revolving: revolving
reward: reward,rewarded,rewards
rhea: rhea
rhetoric: rhetoric
rheums: rheums
rhodope: rhodope
rhomb: rhomb
rhombs: rhombs
rhyme: rhyme
rhythm: rhythms
rib: rib,ribs
rich: rich,richer,richest
riches: riches
richly: richly
rid: rid
riddance: riddance
riddle: riddle,riddling
ride: ride,rides,riding,rode
rider: riders
riders: riders
ridge: ridge,ridges
ridiculous: ridiculous
riding: riding
rife: rife
rift: rift,rifted
rifted: rifted
righteous: righteous
righteousness: righteousness
rightful: rightful
rightly: rightly
rigid: rigid
rigor: rigor
rigorously: rigorously
rigour: rigour
rill: rill,rills
rime: rime
rimes: rimes
rin: rin
rind: rind
rinde: rinde
ringlet: ringlets
riot: riot
riotous: riotous
ripe: ripe
ripen: ripen
rise: rise,risen,rises,rising,rose
rising: rising
rite: rites
rites: rites
rival: rivals
river: river,rivers
rivers: rivers
rivulet: rivulet
road: road
roam: roam,roaming
roar: roar
rob: rob
robber: robber
robe: robe,robes
robed: robed
robert: robert
robinson: robinson
robustious: robustious
rock: rock,rocking,rocks
rocks: rocks
rocky: rocky
rod: rod,rods
rode: rode
roll: roll
roman: roman
romance: romance
romances: romances
rome: rome
rood: rood
roof: roof,roofs
roost: roosts
roosted: roosted
root: root,rooted,roots
rosa: rosa
rose: rose,roses
roses: roses
rot: rot
rottenness: rottenness
rough: rough,rougher
roughly: roughly
rounded: rounded
rous: rous
rouse: rouse
rout: rout
rove: rove,roving
roving: roving
row: row
royal: royal
royalty: royalties,royalty
rub: rub
rubied: rubied
rubric: rubric
ruby: rubied
ruddy: ruddy
rude: rude,rudest
rudiment: rudiments
rue: rue
rueful: rueful
rues: rues
ruffle: ruffled
rugged: rugged
ruin: ruin,ruining,ruins
ruinous: ruinous
rule: rule,rules,ruling
ruling: ruling
ruminate: ruminating
rumor: rumor,rumors
rumour: rumour
runners: runners
runneth: runneth
runs: runs
rupture: rupture
rural: rural
rush: rush,rushing
rushy: rushy
russet: russet
russian: russian
rustic: rustic
ruth: ruth
sab: sab
sabbath: sabbath
sable: sable
sabrina: sabrina
sacred: sacred
sacrifice: sacrifice,sacrifices,sacrificing
sacrilegious: sacrilegious
sad: sad,saddest
sadly: sadly
sadness: sadness
safe: safe,safer,safest
safely: safely
safety: safety
saffron: saffron
sagacious: sagacious
sage: sage,sages
sagely: sagely
sager: sager
sages: sages
sail: sail,sailing,sails
sailing: sailing
saint: saint
sainted: sainted
saintly: saintly
saints: saints
saith: saith
sake: sake
sale: sale
salem: salem
sallow: sallow
salt: salt
salutation: salutation
salute: salute
salvation: salvation
salve: salve
sam: sam
samaritan: samaritan
sampler: sampler
samson: samson
sanctitude: sanctitude
sanctity: sanctities,sanctity
sanctuary: sanctuary
sand: sands
sandals: sandals
sands: sands
sandy: sandy
sanguine: sanguine
sap: sap
sapience: sapience
sapient: sapient
saplings: saplings
sarra: sarra
sat: sat
satan: satan
satanic: satanic
sate: sate,sated
satiate: satiate
satisfaction: satisfaction
satisfied: satisfied
satisfy: satisfying
saturn: saturn
satyr: satyr
satyrs: satyrs
saught: saught
sav: sav
savage: savage
save: save,saves,saving
saviour: saviour
savory: savory
savour: savour,savours
savoury: savoury
scaffold: scaffolds
scald: scalding
scale: scale,scales
scales: scales
scaly: scaly
scan: scan
scandal: scandal
scandalous: scandalous
scant: scant
scap: scap
scape: scape,scapes
scar: scars
scarce: scarce
scarf: scarf
scatter: scatter,scattered,scatters
scene: scene,scenes
scent: scent
scepter: scepter
school: school,schools
science: science
sciential: sciential
sciolto: sciolto
scoff: scoff,scoffing
scoffing: scoffing
scoop: scoop
scope: scope
scorch: scorch,scorching
score: score
scorn: scorn,scorning,scorns
scorner: scorners
scornful: scornful
scornfully: scornfully
scorpion: scorpion
scorpions: scorpions
scotch: scotch
scour: scours
scourge: scourge
scout: scout,scouts
scowl: scowls
scramble: scramble
scrannel: scrannel
screen: screen
scribe: scribes
scrip: scrip
scripture: scripture
scruple: scruple
scrupulous: scrupulous
scrutiny: scrutiny
sculpture: sculptures
scum: scum
scylla: scylla
scythian: scythian
sea: sea,seas
seal: seal,seals
sear: sear
search: search,searching
seas: seas
season: season,seasons
seasons: seasons
seat: seat,seated,seats
secrecy: secrecy
secret: secret,secretest,secrets
sect: sect
secular: secular
secure: secure
securely: securely
securer: securer
security: securities
sed: sed
sedentary: sedentary
sedge: sedge
seditious: seditious
seduce: seduce,seducing
sedulous: sedulous
seed: seed
seek: seek,seeking,seeks,sought
seeking: seeking
seemingly: seemingly
seemliest: seemliest
seemly: seemlier
seer: seer,seers
sei: seis
seige: seige
seis: seis
seise: seise
seisure: seisure
seize: seize
seldom: seldom
select: select
seleucia: seleucia
selfsame: selfsame
sell: sell,sold
semblance: semblance
senate: senate
sence: sence
send: send,sending,sends
sender: sender
seneca: seneca
sense: sense
sensibly: sensibly
sensual: sensual
sensuality: sensuality
sentence: sentence
sententious: sententious
senti: senti
separate: separate
septentrion: septentrion
sepulcher: sepulcher
sepulchers: sepulchers
sepulchral: sepulchral
sequel: sequel
sequent: sequent
sequester: sequester
seraph: seraph
seraphic: seraphic
seraphim: seraphim
serapis: serapis
serbonian: serbonian
sere: sere
serenate: serenate
serene: serene
sereno: sereno
sericana: sericana
serpent: serpent,serpents
serpentine: serpentine
serried: serried
serry: serried
serum: sera
serv: serv
servant: servant,servants
serve: serve,serves,serving
service: service
serviceable: serviceable
servile: servile
servitude: servitude
session: session
set: set,sets,setting
setting: setting
settle: settle
sevenfold: sevenfold
seventeenth: seventeenth
seventh: seventh
sever: sever,severing,severs
severe: severe,severest
severely: severely
severity: severity
sewer: sewers
sewers: sewers
sex: sex,sexes
sextile: sextile
shackle: shackles
shade: shade,shaded,shading
shades: shades
shadow: shadow,shadowing,shadows
shadowy: shadowy
shady: shadier,shadiest,shady
shaft: shafted,shafts
shag: shag
shaggy: shaggy
shake: shake,shakes,shaking,shook
shakespeare: shakespeare
shallow: shallow
shalt: shalt
sham: sham
shame: shame,shames
shameful: shameful
shamefully: shamefully
shameless: shameless
shap: shap
shape: shape,shapes
shaping: shaping
share: share,shared,sharing
sharp: sharp,sharpest
sharply: sharply
shatter: shatter,shattering
shave: shaves
shaven: shaven
sheaf: sheaf,sheaves
shear: shorn
shearer: shearers
shears: shears
shee: shee
sheen: sheen
sheenie: sheenie
sheep: sheep
sheer: sheer
sheet: sheets
shelter: shelter
shelters: shelters
shelves: shelves
shepherd: shepherd,shepherds
shepherdess: shepherdess
shepherds: shepherds
shew: shew,shewn,shews
shewn: shewn
